Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Female_Uterus_NoOutlier-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:29.41
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 16 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: female
Organ: uterus
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
ERO1L_8573	171562	ero1a	0.01552013422818792	0.8495048367014654	1.0950001	1.0950001	1.0169373	1.0307689	1.031498	1.0181551	1.044056	1.0267066	1.0114532	-1.0047234	1.0950001	0.2579536	0.32616922	0.035920974	0.47704297	0.23096557	0.19637364	0.5594121	0.8074242	0.18745717			
ERO1LB_32533	364755	ero1b	0.047971918876755074	0.8693920173267327	1.3635077	1.3635077	1.1120144	1.1817839	1.1272299	-1.0172321	1.0509892	1.1216006	1.2387384	1.312508	1.3635077	0.4678051	0.3027484	0.32838506	0.9311511	0.7305354	0.3760324	0.051928658	0.042314086	0.0066581834			
F5_33079	304929	f5	0.049319392385085814	0.8724435874140136	-1.2095064	1.2095064	-1.2095064	-1.1164633	1.0033706	1.1296426	1.0347984	1.0175797	1.038942	1.0434792	1.1077657	0.06057537	0.36952734	0.95169026	0.11499879	0.6768707	0.65343237	0.58849937	0.4357564	0.18948077			
FUT1_8668	81919	fut1	0.0446168768186227	0.8693920173267327	1.4160277	1.4160277	1.0985637	1.161261	1.238464	1.1233481	1.0932484	1.4160277	1.2432404	1.1261783	1.3158369	0.45154512	0.19243656	0.124396265	0.40527418	0.58973414	0.0044563995	0.07897663	0.36925164	0.08199346			
GAR1_8683	499709	gar1	0.005266356086692323	0.7562441418095606	1.3565116	1.3565116	1.1019363	1.3565116	1.3122554	-1.1291363	-1.1418406	-1.0325675	1.1249831	1.2267787	-1.2329806	0.27553663	0.011647987	0.004300245	0.27983323	0.30168766	0.722845	0.29597455	0.029518018	0.32508668			
GNA15_8722	89788	gna15	0.018167137666532097	0.8495048367014654	1.2233735	1.2233735	-1.0902755	-1.0306896	1.1252636	1.1364459	-1.0078874	1.0117009	1.0669893	1.1458428	1.2233735	0.34689307	0.75760186	0.15672088	0.14528328	0.9520425	0.9153457	0.51225114	0.20666526	0.01905133			
GRB14_32726	58844	grb14	0.04765687053216839	0.8693920173267327	1.9905579	1.9905579	1.2884746	1.4754698	-1.0117368	1.0821824	1.5609897	1.1614493	1.5348155	1.9905579	1.6238955	0.44673124	0.14872108	0.97912014	0.85517126	0.089837685	0.6182835	0.22756703	0.009910017	0.36215082			
GRIK4_32724	24406	grik4	4.0160642570281126E-4	0.2696708741299988	3.8413124	3.8413124	-1.279591	1.9718487	1.6844604	1.612412	1.3315997	1.9711615	2.1918883	1.8254968	3.8413124	0.7636036	0.1484955	0.36750215	0.25885344	0.6953159	0.14812309	0.070997186	0.30421957	1.5949103E-4	100.0	300.0	
HMOX1_8815	24451	hmox1	0.04389632107023411	0.8693920173267327	1.2207075	1.2207075	-1.0719863	1.0701454	1.0749347	1.182593	1.0032759	1.0321447	1.0421841	1.0481486	1.2207075	0.17142834	0.56205714	0.03871408	0.13139534	0.97268295	0.5956076	0.22068028	0.20633179	0.3136313			
HSD3B_8835	360348;682974	hsd3b1;hsd3b3	1.9577133907595928E-4	0.2696708741299988	-1.3699025	1.3699025	-1.289425	-1.2730771	-1.2925282	-1.3225638	-1.3294946	-1.3699025	-1.1792928	-1.1656874	-1.1908469	4.5758524E-4	5.619837E-4	3.640634E-4	3.4297883E-4	2.0856188E-4	1.4743749E-4	0.016090745	0.011545416	0.029847184			
HSPB1_8847	24471	hspb1	0.02597668234812845	0.8693920173267327	1.1250371	1.1250371	-1.0650839	1.0074608	1.0485313	1.0090451	-1.0367454	-1.0112144	1.0365263	1.1250371	1.0067003	0.0025527119	0.8272508	0.2934055	0.690934	0.11859124	0.7379308	0.024539879	0.028240507	0.88435984			
IFNGR1_32668	116465	ifngr1	0.01650366748166259	0.8495048367014654	1.082213	1.082213	-1.0176966	1.0087868	1.0388565	1.0290304	1.0203749	1.010694	1.0379342	1.0548759	1.082213	0.54426223	0.7886223	0.15522242	0.28255126	0.52490544	0.7113593	0.2991274	0.100098856	0.025072604			
IGF1_8876	24482	igf1	0.040387389243766746	0.8693920173267327	-1.4033233	1.4033233	1.0235828	-1.0636638	-1.1371523	-1.1207702	-1.1234962	-1.1096854	-1.0489969	-1.0696718	-1.4033233	0.686368	0.51212597	0.027791722	0.44541124	0.45205602	0.14446019	0.57757044	0.58764493	0.0861626			
IL18_32962	29197	il18	0.029258098223615466	0.8693920173267327	1.1905112	1.1905112	-1.1015825	1.0191838	-1.0038333	1.1312968	1.1149194	-1.0104282	1.038116	1.052147	1.1905112	0.19727005	0.80911714	0.93791413	0.18538818	0.24292369	0.8325199	0.39811555	0.37656057	0.22432156			
KLRA17_33064	494206;120093104;497796;690045	ly49si1;ly49si3l1;klra17;loc690045	0.03177795655671762	0.8693920173267327	1.2281214	1.2281214	-1.0604774	1.0463333	1.0178008	1.0508547	-1.0070277	1.0070851	1.0301477	1.0652877	1.2281214	0.24450833	0.70802724	0.79911727	0.6138383	0.9384207	0.8781875	0.68975705	0.4479389	0.0061775385			
KNG1L1_32433	288001	kng1	0.02913401647578863	0.8693920173267327	2.5994055	2.5994055	-1.7660341	1.1649507	1.8285426	-1.5137631	1.1828318	1.5656021	1.2114507	1.0225899	2.5994055	0.46103102	0.78961354	0.14599645	0.5665842	0.8315761	0.2864663	0.75674486	0.97086203	0.054067757			
LAMA3_8980	307582	lama3	0.001613228473482557	0.4591283390239004	1.1964158	1.1964158	-1.1561015	-1.0933615	1.0532508	1.077445	-1.084997	1.0810565	1.0493244	1.085766	1.1964158	0.13087931	0.27572823	0.46236858	0.24227667	0.39587423	0.29859692	0.5643738	0.21249369	0.00405812			
LAMB1_32926	298941	lamb1	0.019533585808251944	0.8495048367014654	-1.0692294	1.0692294	1.0590562	1.0486488	-1.0355194	-1.0012593	1.0024095	-1.0126634	-1.0692294	-1.0421679	-1.0331804	0.04182714	0.079921715	0.39320904	0.96408063	0.9373722	0.6284596	0.037194338	0.10237723	0.51670426			
LOC100360856_32354	108351885	spetex2el3	0.01474010861132661	0.8495048367014654	1.4605008	1.4605008	-1.0488998	1.054979	-1.0237017	-1.1086638	-1.002172	1.0161332	1.2187979	1.1759417	1.4605008	0.8780024	0.7387928	0.8353132	0.3686923	0.98456645	0.9128962	0.10741318	0.24631906	0.04132696			
LOC100364316_32692			6.026516673362796E-4	0.2696708741299988	-Infinity	Infinity	2.5633266	-1.820507	1.0137969	1.2171264	-Infinity	-3.284353	-1.7247443	1.256179	3.7514172	0.013705638	0.4467854	0.98337406	0.81144804	0.06692674	0.23484384	0.48593602	0.7364319	0.008995054	0.0	0.01	
LOC100909675_9046	100909675	loc100909675	0.010406440212055763	0.8495048367014654	1.0694869	1.0694869	1.0146059	1.0375942	1.0148903	1.0280743	-1.0186465	1.0379179	1.0272919	1.0376685	1.0694869	0.47618195	0.03956017	0.46618077	0.19471702	0.27455944	0.1715743	0.31240138	0.22355528	0.058464676			
LOC100911814_9091	309312	gldc	0.016282764098490866	0.8495048367014654	4.1006174	4.1006174	2.4590547	2.674791	3.6354198	2.6346734	4.1006174	3.1845646	3.4173563	3.4120271	1.509426	0.092043184	0.101116516	9.867842E-4	0.17111136	8.9742374E-5	0.016011275	0.0030614478	0.04027795	0.3430138	0.1	0.3	
LOC102555634_32355	102555634	igtpl1	0.003078699249567058	0.6802559142984675	1.99838	1.99838	1.3689699	1.6242135	1.6031419	1.6023806	1.193312	1.8092031	1.4947441	1.3798852	1.99838	0.2964457	0.07083454	0.09341822	0.083007745	0.6754891	0.03334364	0.2049505	0.2852683	0.0102027645			
