Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Male_Thyroid-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:32.54
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 15 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: male
Organ: thyroid
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
CCND2_33278	64033	ccnd2	0.012507565059511802	0.2998884842292983	-1.2061964	1.2061964	-1.0605826	-1.0673784	-1.1927655	-1.0881373	-1.1014601	-1.035668	-1.0622888	-1.0499303	-1.2061964	0.4479708	0.2360534	0.043362666	0.088276476	0.15051937	0.7049712	0.11377631	0.16487679	0.011570704			
CD36_8243	29184	cd36	0.010472238688006322	0.28673643100340473	-1.078093	1.078093	1.0554582	1.0426313	1.00361	1.0702718	1.0115947	1.0533575	-1.0166408	1.0250924	-1.078093	0.07363152	0.17734447	0.9486994	0.008838902	0.7337362	0.25636458	0.6325423	0.27964622	0.027383404			
CD74_8252	25599	cd74	0.03345802161263508	0.4001800500258755	-1.0790339	1.0790339	-1.0329859	-1.0525912	-1.029941	-1.0728036	-1.0574446	-1.0140564	1.046032	-1.0209166	-1.0790339	0.109141074	0.02401127	0.24973269	0.2290813	0.11645088	0.56181204	0.1958702	0.3066334	0.010288874			
CDK19_8265	309804	cdk19	0.0046795523906408955	0.2823866340335849	-1.1214648	1.1214648	-1.0445459	-1.0611738	-1.0036341	-1.052879	-1.1017122	-1.0315213	-1.0247228	-1.0831835	-1.1214648	0.16267039	0.0079536075	0.8759637	0.100575745	0.03448581	0.5860275	0.46260512	0.0012876231	0.034764465			
CDK6_8269	114483	cdk6	0.031604538087520256	0.3962397010921633	-1.2495534	1.2495534	1.0494028	-1.0351648	1.0463333	-1.048125	-1.0674297	1.0375417	1.0101973	1.0202724	-1.2495534	0.5673384	0.72440165	0.32603905	0.643966	0.33810705	0.5029082	0.9047403	0.69553214	0.16093157			
CEBPB_8280	24253	cebpb	0.032915360501567396	0.4001800500258755	1.1459782	1.1459782	1.0892532	1.0223827	1.0380191	1.1459782	1.0271102	1.0714893	1.0053301	1.0249459	-1.0625868	0.048983585	0.37760186	0.44234213	0.07853166	0.3527045	0.24716912	0.9329991	0.36681238	0.06403712			
CLEC4A_32636	474143	clec4a	0.03243462396107845	0.39996417105492665	-1.1763132	1.1763132	1.0136025	-1.0289532	-1.0606575	-1.0776014	1.0140781	-1.0189637	-1.054983	-1.0022466	-1.1763132	0.6851389	0.4686685	0.38784537	0.42719838	0.7788904	0.6612146	0.6700851	0.94066465	0.003194616			
COL4A1_8355	290905	col4a1	0.008251157174481787	0.2823866340335849	-1.1985095	1.1985095	1.0926607	1.0019376	1.1344316	-1.0430576	-1.0088834	1.1201956	-1.1182253	1.1315494	-1.1985095	0.2769408	0.97550535	0.059179883	0.5921784	0.89201134	0.13468899	0.28994647	0.073740244	0.06932114			
COL4A2_8356	306628	col4a2	0.02672147995889003	0.38279751491263203	-1.0728295	1.0728295	1.0171382	-1.0017929	-1.0063424	-1.0523852	-1.0351224	1.0151027	-1.047743	-1.0041608	-1.0728295	0.28950736	0.8798682	0.67751354	0.2423175	0.010526395	0.5401785	0.38715187	0.8419496	0.097735085			
COL6A1_33258	294337	col6a1	0.046699875466998754	0.43482732922315087	-1.0716898	1.0716898	-1.0115726	-1.0313628	-1.0201081	-1.0622761	-1.0236527	-1.0120707	-1.0312915	-1.0306658	-1.0716898	0.26264152	0.0026893397	0.15282588	0.33392847	0.081176825	0.5360237	0.20503584	0.05390026	0.034777414			
