Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Female_Brain-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:32.05
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 16 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: female
Organ: brain
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
LAMP3_32979	303801	lamp3	0.03061849357011635	0.8718624072264416	-1.5219892	1.5219892	1.2067022	1.3247249	1.4191672	1.314858	1.3695141	1.4106667	1.4664241	1.3060318	-1.5219892	0.4325442	0.25387698	0.053293828	0.10689826	0.20480774	0.07471118	0.031730745	0.22553323	0.2568565			
LOC100912163_9101	84481	arid4b	0.03682552185899961	0.8718624072264416	1.0575725	1.0575725	1.0133219	1.02329	1.0120463	1.0458001	1.0191747	1.0127195	1.0215853	1.0320603	1.0575725	0.40106162	0.3602659	0.50589234	0.10278316	0.28746593	0.6312573	0.20284802	0.12798712	0.045584973			
LOC102553917_33088	102548633;102551714	znf431l;zfp120l2	0.04743795036028823	0.8718624072264416	1.0945932	1.0945932	1.0140615	-1.0148563	1.0048722	1.0126253	1.0119009	-1.0135587	-1.0175006	1.0741055	1.0945932	0.718144	0.7765343	0.90675527	0.7146559	0.7293512	0.7285014	0.7076495	0.057420354	0.015370251			
LOC259245_33313	259244	mup4l4	7.993605115907274E-4	0.18278710365041298	-2.095726	2.095726	-1.6577804	-1.7952778	-2.095726	-1.6548728	-1.6888181	-1.5218077	-1.6054784	-1.9974667	1.0088065	3.4821584E-5	0.01745655	5.333937E-4	0.026224103	4.463749E-4	1.1478982E-4	0.001611678	5.6879588E-5	0.91901386	0.1	0.3	
LOC501110_33182	501110	gsta6	0.006979449398991857	0.6528957665056928	1.1381133	1.1381133	1.0221342	1.0244403	1.0211554	1.0370498	1.0343046	1.0403769	1.0311819	1.0513684	1.1381133	0.6216955	0.633612	0.6489355	0.4359135	0.5438439	0.32434586	0.45828417	0.3379191	0.014281891			
LYZ2_32611	25211	lyz2	1.984126984126984E-4	0.07061972410953263	-1.1508362	1.1508362	1.0346805	1.031766	1.0498222	1.021125	1.1002536	1.0773021	1.0559592	1.0980772	-1.1508362	0.2754361	0.33341733	0.11439275	0.41061074	0.05638234	0.099400856	0.24932107	0.0040963674	0.0012370032			
MAOB_9179	25750	maob	0.01893117728258726	0.8710237904303663	1.098208	1.098208	1.0151758	-1.0021054	1.0435107	-1.0070581	1.0365175	1.0586036	-1.0308123	1.098208	1.071604	0.59803694	0.9501062	0.18485999	0.8395815	0.26717138	0.113014586	0.40303904	0.04325383	0.032802753			
MAP7_9184	293016	map7	0.02925479343743823	0.8718624072264416	1.0454957	1.0454957	-1.0182619	1.0053883	1.0454957	1.0175487	1.0287117	1.0379297	-1.0123848	1.0081536	1.0448663	0.27305183	0.77847826	0.045885123	0.33606377	0.18924516	0.07539265	0.38171265	0.755917	0.026420642			
MAPK9_9192	50658	mapk9	0.022704640509858594	0.8718624072264416	1.0369586	1.0369586	1.0216863	1.0172796	1.0092466	1.0258434	-1.0093813	1.0104109	1.0129408	1.0043652	1.0369586	0.15092622	0.25542665	0.56746745	0.064290784	0.5468465	0.4289202	0.45116085	0.8168278	0.10586556			
MCUR1_32908	291034	mcur1	0.03597122302158273	0.8718624072264416	1.0686074	1.0686074	1.0070075	1.0349668	-1.0026835	1.01459	-1.0065104	1.0039377	-1.0111818	1.0345807	1.0686074	0.79276115	0.353624	0.9149628	0.57469004	0.756447	0.8863624	0.627001	0.22405474	0.047855534			
MGC112830_9226	361178	tfdp1	0.040300276570525484	0.8718624072264416	1.1026186	1.1026186	-1.0131621	1.0316358	1.0454357	1.0517395	-1.0099155	1.0628405	1.0015343	1.0772308	1.1026186	0.76258326	0.55532867	0.13539957	0.19182478	0.7353373	0.16506544	0.97383523	0.09667704	0.037398048			
MPC2_33219	100359982	mpc2	0.014174485925334398	0.7753306656077221	1.1714473	1.1714473	1.1343004	1.1004173	1.1222677	1.0820676	1.1714473	1.1115595	1.1204972	1.097702	1.1072147	0.012312427	0.04226155	0.019345045	0.21423163	0.005068549	0.04225214	0.02406555	0.05782319	0.111940995			
MPZL1_9243	360871	mpzl1	0.03992094861660079	0.8718624072264416	1.1336076	1.1336076	-1.0097542	1.0763997	1.0360706	-1.008345	1.1143929	1.0549339	-1.0242357	1.1336076	1.1282476	0.8619955	0.14439599	0.45468545	0.88905364	0.020168599	0.2957917	0.7062425	0.06352279	0.14813018			
MRPL19_9246	297372	mrpl19	0.046725317693059626	0.8718624072264416	1.0581347	1.0581347	1.0023564	1.0427375	1.0160975	1.0297539	-1.0059007	-1.0043738	1.007989	1.0335603	1.0581347	0.9171607	0.18948342	0.53260165	0.26031843	0.8061796	0.8874136	0.7302314	0.20145345	0.025482036			
MT1A_9255	24567	mt1	0.01904570970328789	0.8710237904303663	1.2303371	1.2303371	1.0000829	-1.051568	1.0139424	-1.0148183	1.0723678	1.0010575	-1.1087325	1.0820137	1.2303371	0.9992098	0.49577406	0.8679287	0.87330806	0.35879505	0.9892808	0.28497082	0.44672436	0.042507686			
MT2A_9256	100362623;689415	mt2-ps1;mt2a	0.008271131732902965	0.6754839431576593	1.2349908	1.2349908	1.0737289	-1.0235096	1.0481421	1.081043	1.138751	1.1094748	1.0431786	1.1648703	1.2349908	0.26524642	0.7322461	0.42112935	0.32166135	0.048361488	0.12217567	0.4648668	0.11280868	0.005619831			
MTF2_9259	360905	mtf2	0.0332409972299169	0.8718624072264416	1.0645591	1.0645591	1.0089959	1.0245111	1.0160276	1.0265168	1.0148796	1.033979	1.0134377	1.0413523	1.0645591	0.6203166	0.3995955	0.40152234	0.3298218	0.39559844	0.239706	0.51129836	0.11213681	0.07716352			
MTMR2_33004	315422	mtmr2	0.036338636810056966	0.8718624072264416	1.0762461	1.0762461	1.0272104	1.0452054	1.0315894	1.0525942	1.0264609	1.0486368	1.0230435	1.0412385	1.0762461	0.23539281	0.18042389	0.21672605	0.13799904	0.33199877	0.09741925	0.36514816	0.24158038	0.028787619			
NUDT9_9377	305149	nudt9	0.008211143695014663	0.6754839431576593	1.0451797	1.0451797	1.0188048	1.0108179	1.0330588	1.0165563	1.0193009	1.039854	-1.0001903	1.0223774	1.0451797	0.21838401	0.5006076	0.053024113	0.25934365	0.27216542	0.02295748	0.99096596	0.20512038	0.06715864			
NUP62_9381	65274	nup62	0.035596187512157165	0.8718624072264416	1.0558906	1.0558906	1.0154973	1.0151969	1.0345039	1.0350224	1.0558647	1.0505345	1.036766	1.0558906	1.0222573	0.42658055	0.46868175	0.07938421	0.16769613	0.013024991	0.011941611	0.05987046	0.01568968	0.21946485			
PHKA1_9471	64561	phka1	0.04390147000397299	0.8718624072264416	1.2802228	1.2802228	1.2802228	1.1632525	1.0955111	1.2619436	1.1475477	1.237144	1.1144241	1.1001269	1.2794878	0.008462302	0.18727344	0.28346348	0.09047896	0.15723474	0.045699544	0.3021252	0.44267228	0.25121135			
PIK3C2A_9479	361632	pik3c2a	0.034030901623313126	0.8718624072264416	1.1146656	1.1146656	-1.0061038	1.0307016	1.0110091	1.0617456	1.011681	1.0194966	1.0095805	1.1146656	1.070935	0.84640044	0.49653208	0.7533148	0.16247164	0.77346027	0.627738	0.76836675	0.02150317	0.08180476			
PIK3C3_9481	65052	pik3c3	0.027875932469572047	0.8718624072264416	1.2971336	1.2971336	1.151891	1.2440741	1.157835	1.234774	1.1560258	1.2398531	1.0580922	1.1360703	1.2971336	0.1466778	0.024096617	0.22794932	0.06292823	0.21790084	0.04067903	0.6920762	0.20479529	0.010441281			
PIK3CA_9482	170911	pik3ca	0.03784627389777604	0.8718624072264416	1.1178348	1.1178348	1.0758164	1.0437888	1.0613931	1.06443	1.0998673	1.0827228	1.0835611	1.0790571	1.1178348	0.23142387	0.3857245	0.25148824	0.19140469	0.08911125	0.11624513	0.08407515	0.17431402	0.02388771			
POP4_9529	292831	pop4	0.008862034239677744	0.6754839431576593	-1.3423158	1.3423158	1.0979041	1.2121348	1.1784202	1.0544184	1.2521839	1.2076899	1.0735505	-1.0882937	-1.3423158	0.44068086	0.113331325	0.13913818	0.65765756	0.040460646	0.16660199	0.4975066	0.5384229	0.05438435			
PRKAB2_33204	64562	prkab2	0.04808635917566242	0.8718624072264416	1.0738894	1.0738894	-1.0125426	1.0034419	1.0563532	1.0178709	1.0542794	1.021401	1.0074658	1.0263776	1.0738894	0.7423138	0.91216654	0.122640535	0.67971104	0.15685079	0.5152143	0.86813855	0.47072113	0.033980247			
PSAT1_9583	293820	psat1	0.04138613861386139	0.8718624072264416	1.0810956	1.0810956	1.0250746	1.0107621	1.0561997	1.0225503	1.0640858	1.0810956	1.0057148	1.005071	1.0758513	0.28931	0.7705689	0.08042587	0.47242773	0.025183495	0.00606992	0.77212626	0.9080728	0.002974087			
PWP1_9626	362856	pwp1	0.014316115302766493	0.7753306656077221	1.1101367	1.1101367	1.0636994	1.0453095	1.0973836	1.0733751	1.072587	1.0790656	1.0434101	1.1101367	1.0633885	0.08480203	0.2930639	0.02477581	0.0776148	0.048153765	0.03754118	0.2819452	0.03195956	0.0980176			
PXN_9630	360820	pxn	0.026208858187728567	0.8718624072264416	-2.0129435	2.0129435	-1.2127076	1.2498204	1.2133521	1.1705592	1.3877865	1.2572743	1.0372517	1.4003468	-2.0129435	0.49982104	0.36661255	0.4207892	0.53403836	0.1893169	0.27856877	0.87047994	0.18626633	0.056998815			
RAB4A_9643	25532	rab4a	0.018514831773840335	0.8710237904303663	1.0426434	1.0426434	1.0044318	1.0163982	1.0131878	1.0180664	1.0072565	1.0051668	-1.0004951	1.0163803	1.0426434	0.6646147	0.22380581	0.27004287	0.13155435	0.48702353	0.72671515	0.9754958	0.19815697	0.13589883			
RALA_9654	81757	rala	0.012066653897720743	0.745939878634817	1.032933	1.032933	1.0256175	1.0282322	1.0225304	1.0234022	1.0209949	1.0287185	1.0116973	1.0151684	1.032933	0.12712161	0.0960492	0.10227217	0.089021735	0.1903963	0.043211523	0.4081699	0.2901474	0.03636672			
RALGDS_9656	29622	ralgds	0.016418775352520766	0.8447459918871935	1.1628827	1.1628827	1.0127066	1.1350397	1.0149949	1.0516958	1.107715	1.0017773	-1.0001459	1.0753987	1.1628827	0.80208474	0.026683493	0.8303288	0.43550673	0.06858439	0.9794397	0.99866813	0.23157968	0.056348678			
RCN3_32684	494125	rcn3	0.04416152775014919	0.8718624072264416	1.1400295	1.1400295	-1.0436075	1.0715313	-1.0190521	-1.0524627	-1.0726507	-1.0277077	1.0090926	1.1339812	1.1400295	0.5545473	0.2525841	0.70083785	0.33308253	0.3026074	0.67229265	0.8954749	0.09361117	0.01593394			
RGD1565002_9697	299135	dhrs7	0.04738497837200157	0.8718624072264416	1.0820756	1.0820756	1.0229689	1.0458232	1.0146397	1.0732877	1.0309861	1.0214219	1.0363976	1.0820756	1.0585743	0.40022668	0.25419736	0.54279286	0.030013472	0.36964095	0.509362	0.1734336	0.012975384	0.107429616			
RGD1565355_33245	499985;29184	cd36l1;cd36	0.049541642285937194	0.8718624072264416	1.4039501	1.4039501	-1.3379836	-1.1848916	-1.0248102	1.0253159	-1.0631821	1.0249827	-1.0838751	1.2685263	1.4039501	0.21827385	0.5366786	0.8964992	0.92648005	0.759687	0.9013372	0.76308376	0.2913625	0.116306394			
RNF167_9717	360554	rnf167	0.04673998428908091	0.8718624072264416	1.0370566	1.0370566	1.0006661	1.0030068	1.0145965	1.0152129	1.0066904	1.0131322	-1.0112828	1.0370566	1.0337422	0.9560477	0.8763536	0.24920279	0.32013136	0.564157	0.4623437	0.35038915	0.009919658	0.14152937			
RNMT_9719	291534	rnmt	0.0017387944358578052	0.3253126317268512	1.0408359	1.0408359	1.02874	1.0190151	1.0333791	1.0281703	1.0122057	1.013607	1.016311	1.0350946	1.0408359	0.07411615	0.20127285	0.03892992	0.07784938	0.44670346	0.38149375	0.26305264	0.027147884	0.05420206			
RPN1_9740	25596	rpn1	0.02089081592432006	0.8718624072264416	1.0313761	1.0313761	1.0190879	1.0203589	1.0237967	1.0139265	1.0113508	1.0008372	-1.0018171	1.0114555	1.0313761	0.1928608	0.10225864	0.14350122	0.26711768	0.30735227	0.9436998	0.8740265	0.34190464	0.052075274			
RT1-CE11_32928	414791;368153	rt1-ce11;rt1-ce7	0.031224655312246552	0.8718624072264416	1.2430145	1.2430145	-1.153699	-1.0275112	1.070639	1.0343231	1.0296041	-1.065858	-1.0655845	1.0793312	1.2430145	0.2001844	0.81751865	0.51938415	0.79249275	0.8123708	0.5088923	0.59770966	0.49606603	0.02593871			
SCCPDH_9785	305021	sccpdh	0.0023677979479084454	0.40607734806629836	1.0570246	1.0570246	1.0250858	1.0238643	1.0339267	1.0263224	1.0570246	1.0169672	1.019831	1.0248713	-1.0222586	0.04661608	0.13592502	0.011197614	0.18543871	0.016966192	0.048477534	0.01583385	0.12413223	0.08899724			
SCYL3_9790	360866	scyl3	0.030899429246211377	0.8718624072264416	1.0722107	1.0722107	1.0273846	1.0600427	1.0346142	1.0341195	1.0399345	1.0604328	1.0281498	1.0463303	1.0722107	0.22227578	0.113536224	0.1316317	0.21029478	0.10689063	0.028546335	0.29161054	0.20539393	0.10340954			
SENP6_9804	300860	senp6	0.023735408560311283	0.8718624072264416	1.0515615	1.0515615	1.0058546	1.0096503	1.01325	1.0091068	-1.0001739	1.0079587	1.0027379	1.0446037	1.0515615	0.76650876	0.6743912	0.48637107	0.7272522	0.992077	0.74705017	0.88354295	0.04809846	0.02196097			
SIRT3_9828	293615	sirt3	0.004702194357366771	0.604819749216301	1.0698637	1.0698637	1.0064096	1.0222405	1.025926	1.05005	-1.0196205	-1.015504	-1.0016216	1.0321052	1.0698637	0.7934664	0.35970926	0.30086863	0.040473547	0.46906683	0.51567584	0.9577469	0.17947972	0.01321378			
SLC25A4_9857	85333	slc25a4	0.04919639357114857	0.8718624072264416	1.0341349	1.0341349	1.0179814	1.0171971	1.0083916	1.0242722	-1.0022179	1.006482	1.005787	1.0276436	1.0341349	0.25850698	0.33348888	0.5974788	0.12774056	0.880916	0.6806312	0.74819267	0.10171347	0.039423916			
SRD5A3_9939	305291	srd5a3	0.04583499402152252	0.8718624072264416	1.0784653	1.0784653	1.0541993	1.0664355	1.0166038	1.0470468	1.0249003	1.0278593	1.0321252	1.0397029	1.0784653	0.028699772	0.055667527	0.5053027	0.18190008	0.44800517	0.44133535	0.15718229	0.329631	0.0033399188			
STAT1_9957	25124	stat1	0.04971729381945798	0.8718624072264416	1.2263281	1.2263281	1.2155205	1.1249484	1.1265632	1.0961031	1.1575766	1.2263281	1.1941108	1.2199728	1.0599365	0.027048018	0.1738563	0.025834545	0.12531117	0.08622327	0.0218334	0.02695942	0.03208787	0.25485602			
STIL_33274	313506	stil	0.047778214707038934	0.8718624072264416	-1.7839317	1.7839317	-1.7839317	-1.0956339	1.028331	1.3326951	1.326638	1.4215348	-1.0058258	1.1169251	1.3848622	0.096558966	0.75572115	0.8672719	0.10474574	0.15340939	0.038893837	0.9768022	0.72656405	0.030631794			
SULT1C2_33309	171072;316153	sult1c2;sult1c2a	0.027276295133437992	0.8718624072264416	-1.9765612	1.9765612	-1.5233337	-1.1962657	-1.4291334	-1.2918496	-1.3518642	-1.3898757	-1.4926498	-1.9765612	1.2657988	0.080478154	0.30095685	0.025895081	0.3772056	0.20618442	0.098584384	0.19879135	0.02126931	0.06787647			
SULT2A2_33196	361510	sult2a2	0.011265338966002816	0.7358409610983981	-3.2736657	3.2736657	-1.9906037	-1.1976875	-1.3039576	-1.0740689	-1.3121915	-1.9179257	-3.2736657	-1.7643129	1.6876105	0.085586146	0.6425026	0.48798352	0.8787236	0.30531847	0.064703755	0.006571912	0.033284552	0.019315965	10.0	30.0	
TBPL1_9987	689030	tbpl1	5.892751915144372E-4	0.15159104301708898	1.0958264	1.0958264	1.0365072	1.0407012	1.0549793	1.0499914	1.0408142	1.0546197	1.0282115	1.0562979	1.0958264	0.012831825	0.059515636	0.005358641	0.07449733	0.0043929233	0.04253717	0.111965865	0.004378004	0.040404785			
TP53BP2_10064	305025	tp53bp2	0.017251635930993457	0.865947969414257	1.0934228	1.0934228	1.0325887	1.0081288	1.0323741	1.031776	-1.0184829	-1.0012696	1.0097758	1.0637392	1.0934228	0.3831357	0.79218173	0.36351216	0.3858816	0.5683432	0.97417563	0.8007796	0.14931417	0.015782787			
TP53INP2_32755	362246	tp53inp2	0.03766990291262136	0.8718624072264416	-1.3724681	1.3724681	-1.3724681	1.1636606	-1.042624	-1.0554726	1.1017243	1.0454838	-1.0549318	1.1922294	1.0672207	0.117419966	0.010680285	0.5835078	0.5746514	0.10551787	0.6329007	0.49412015	0.1441963	0.39949942			
TSPAN6_10096	302313	tspan6	0.03423175290182963	0.8718624072264416	1.2267978	1.2267978	-1.0889353	1.0217288	-1.0445801	1.067193	-1.1519774	-1.0496073	-1.1132073	1.2267978	1.1253117	0.4380057	0.7692152	0.5746633	0.50803113	0.3503629	0.5467276	0.22253479	0.019409653	0.19191457			
UGT2B15_33121	29623	ugt2b37	0.012323593718942556	0.745939878634817	-6.030144	6.030144	-1.6145984	-1.3219434	-1.6873198	-1.3084801	-5.759899	-2.3240902	-6.030144	-1.1150029	1.5743794	0.24828845	0.47367412	0.16115838	0.5361424	0.0017704739	0.025350694	0.0015340209	0.76833296	0.07582714	1.0	3.0	
UST4R_32736	171397	ust4r	0.030440798576793833	0.8718624072264416	-2.3507855	2.3507855	-2.1008937	-1.4250319	-1.4925263	-1.0461786	-1.068049	-1.5638435	-2.3507855	-1.1524724	1.5890744	0.09097242	0.41587278	0.20995942	0.9244261	0.78054637	0.18438932	0.054928653	0.6646122	0.108793125			
VGLL4_10152	297523	vgll4	0.029411764705882353	0.8718624072264416	1.0749379	1.0749379	-1.0434656	-1.0258293	1.0169239	-1.0169404	1.0070144	1.0247325	-1.016583	1.0749379	1.0443634	0.14424093	0.3147749	0.4695786	0.5699295	0.8188514	0.3966357	0.50520444	0.136563	0.07239761			
VPS37A_10159	290775	vps37a	0.0050028862805464695	0.6056435273743903	1.0613917	1.0613917	1.0593102	1.039254	1.0463833	1.0442305	1.0440892	1.0556277	1.0303676	1.0613917	1.0532119	0.015175662	0.11739726	0.07833959	0.058615096	0.053887744	0.033530436	0.1925493	0.024066705	0.052542645			
WDR1_10165	360950	wdr1	0.022745098039215685	0.8718624072264416	1.0593832	1.0593832	1.0007726	1.0079125	1.0003417	1.024739	-1.0263547	-1.0060331	1.017604	1.0271535	1.0593832	0.97787774	0.7725978	0.98932105	0.25430948	0.304285	0.8470147	0.44389835	0.22907566	0.019270739			
WDR77_32860	310769	wdr77	0.025836758661186142	0.8718624072264416	1.0654252	1.0654252	1.052085	1.0636401	1.0549458	1.0399239	1.0654252	1.0649208	1.0492414	1.0599912	1.0441959	0.083231024	0.08894596	0.07646363	0.15446699	0.032335106	0.034159414	0.09903231	0.04722563	0.12495132			
