Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Female_Brain-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:32.05
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 16 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: female
Organ: brain
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
GPX7_33289	298376	gpx7	0.013097836872395317	0.7701528080968446	1.1415333	1.1415333	-1.0396597	1.0282495	-1.0160407	1.0127321	1.0430657	1.0524666	1.000815	1.1415333	1.0722446	0.48502728	0.5170088	0.7670187	0.7357309	0.36945957	0.2536783	0.98364335	0.011100069	0.09266948			
HECTD2_32315	309514	hectd2	0.047362341162880246	0.8718624072264416	1.1732737	1.1732737	1.050169	1.0615671	1.0127227	1.032403	-1.0699373	1.023151	1.0304309	1.1122445	1.1732737	0.50516355	0.52046186	0.816519	0.5810427	0.3822405	0.7171262	0.76799613	0.09404112	0.045447264			
HMGB2_8808	29395	hmgb2	2.014098690835851E-4	0.07061972410953263	1.1909981	1.1909981	1.0137249	1.0309314	1.0385166	1.0919614	1.097029	1.108566	1.1175022	1.1909981	1.0581701	0.4472777	0.34131876	0.17629844	0.03582712	0.018961625	6.7776797E-4	4.2538118E-4	2.465485E-4	0.23218775			
HMGCS1_8811	29637	hmgcs1	0.020396270396270396	0.8718624072264416	1.2030721	1.2030721	1.1871482	1.1260033	1.1649756	1.182818	1.1668009	1.1437758	1.0935282	1.0939603	1.2030721	0.045538824	0.18836486	0.05274989	0.05382321	0.074845426	0.174496	0.36213312	0.34908155	0.025067398			
HSD3B_8835	360348;682974	hsd3b1;hsd3b3	2.0437359493153485E-4	0.07061972410953263	1.399009	1.399009	-1.0732558	-1.0860002	-1.0991416	-1.0222514	-1.0250117	-1.2159282	-1.0593232	-1.0858591	1.399009	0.37696728	0.29945335	0.23095597	0.77556646	0.7630542	0.034866124	0.5473738	0.31885445	5.929297E-4			
HTATSF1_8852	317612	htatsf1	0.04032417473809053	0.8718624072264416	1.0534576	1.0534576	1.0084358	1.0096917	1.0099325	1.0203434	1.0251404	1.0326343	-1.000644	1.0534576	1.0357064	0.5826961	0.6605294	0.50341606	0.30373028	0.12564528	0.099376574	0.9696496	0.0578301	0.13621937			
HTRA1_8856	65164	htra1	0.039192161567686463	0.8718624072264416	1.0976889	1.0976889	1.0002213	1.0189344	1.0284579	1.0310501	1.0633426	1.0585442	-1.0373424	1.0597106	1.0976889	0.9948908	0.67344	0.33562112	0.33961883	0.123878956	0.120931216	0.14497654	0.22219782	0.0020972486			
KAT3_32958	541589	kyat3	0.010564733000384172	0.7358409610983981	1.0566835	1.0566835	1.0380504	1.039068	1.0389447	1.048092	1.0353312	1.0403136	1.0328766	1.0516254	1.0566835	0.07928081	0.1723653	0.056512095	0.02817522	0.22801906	0.06330378	0.114544004	0.024172293	0.01796674			
KIF20B_8962	309523	kif20b	0.01882306320586487	0.8710237904303663	1.3901078	1.3901078	1.0983548	1.0879475	1.1719213	1.0545087	-1.072029	-1.0244578	-1.0583078	1.1010737	1.3901078	0.4556617	0.6067039	0.19122331	0.7385364	0.7055104	0.85123324	0.63609695	0.47197044	0.028013427			
KLRA17_33064	494206;120093104;497796;690045	ly49si1;ly49si3l1;klra17;loc690045	0.006934812760055479	0.6528957665056928	-1.7737677	1.7737677	-1.3082472	-1.0432283	-1.1894312	-1.2414992	-1.1476426	-1.6077563	-1.7737677	-1.0670744	1.546501	0.21771763	0.85687333	0.4413037	0.47257048	0.4976257	0.20209646	0.03347209	0.7881884	0.020052984			
