Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Female_Kidney-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:31.34
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 15 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: female
Organ: kidney
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
CDC6_32573	360621	cdc6	0.012572340850129714	0.1954857208877312	-1.7902603	1.7902603	-1.311083	-1.4529216	1.0542065	-1.7902603	-1.1225111	-1.3279104	-1.3954461	-1.4037821	1.4214882	0.24750416	0.24884583	0.7266934	0.04630857	0.40729526	0.26912576	0.1409905	0.2824264	0.060065158			
CDH2_32994	83501	cdh2	0.044317950803008745	0.31814833422844374	1.1945399	1.1945399	-1.0467507	1.0442196	1.1945399	1.0943042	1.1022767	1.0542629	1.1472591	1.0610256	1.0491899	0.30007923	0.19205552	0.005751101	0.16506271	0.066618025	0.17668639	0.004053073	0.23738924	0.34304464			
CDKN3_8274	289993	cdkn3	0.004473363155754371	0.1281844666212112	-1.6155547	1.6155547	-1.0000808	1.1039758	1.1069248	1.000191	-1.0149959	-1.0038167	-1.1029713	1.061502	-1.6155547	0.99923086	0.27999553	0.38689503	0.99839664	0.8783863	0.96523535	0.46327776	0.41151586	0.10879601			
CEBPD_8283	25695	cebpd	0.032589016294508145	0.2750779008042565	1.1005938	1.1005938	-1.0006311	-1.0046936	-1.031269	-1.0038575	1.0565764	1.0603213	1.0015886	1.039094	1.1005938	0.9876406	0.81935257	0.41515014	0.8817724	0.07077233	0.101584494	0.9606837	0.2715083	0.25014243			
CEBPZ_8284	362686	cebpz	0.038989028213166146	0.29929885341912066	1.1255993	1.1255993	1.005356	1.0174484	1.1255993	1.0523549	1.0264193	1.0045693	1.0171243	1.0622171	-1.0648907	0.8838002	0.57118845	0.04129662	0.09595813	0.51374245	0.8669946	0.5352399	0.19010212	0.17165147			
CKM_32556	24265	ckm	0.0010256410256410256	0.0707008547008547	-1.8400849	1.8400849	-1.0928621	-1.0689255	-1.4784975	-1.0270531	-1.2967381	-1.4318234	-1.0307244	1.0487142	-1.8400849	0.40360332	0.4829054	0.017604638	0.80657023	0.020055544	0.03709543	0.7371185	0.49742103	0.017032716			
CLEC4A_32636	474143	clec4a	0.008227975115392335	0.16237779246023767	-1.2304404	1.2304404	-1.0890872	1.0275763	1.0376352	-1.0233732	1.0043439	-1.0581061	-1.0998807	1.0663836	-1.2304404	0.17152388	0.52193433	0.48905706	0.6917111	0.9353443	0.21561569	0.3056782	0.21273118	0.02599514			
CLEC4A3_8330	362431	clec4a3	0.007080720210398544	0.1591622760337412	-1.2023319	1.2023319	-1.1250249	-1.1125231	-1.0099087	-1.0624171	-1.0536028	-1.0626022	-1.104978	1.0322062	-1.2023319	0.12905076	0.071476944	0.8311694	0.22526701	0.41393554	0.19612752	0.0071675284	0.29278395	0.092820786			
CLIC1_8331	406864	clic1	0.007266300078554596	0.16	-1.0470743	1.0470743	-1.0321487	-1.0046408	1.0304207	-1.0139236	-1.0051165	-1.0094131	-1.0016919	1.0066483	-1.0470743	0.089471005	0.6553222	0.0628544	0.29150122	0.7513755	0.38917822	0.9004633	0.66867226	0.0070985393			
CLTC_8337	54241	cltc	2.0588840848260242E-4	0.03362437604669691	-1.0383832	1.0383832	1.0034703	1.0121357	1.0103338	-1.0022491	-1.0020615	1.0082433	1.0189501	1.0194513	-1.0383832	0.56662965	0.10452591	0.062470343	0.7620478	0.6810628	0.22916959	0.048261307	0.051293634	0.039394025			
CML1_33145	59300	nat8f1	0.0016090104585679806	0.08204802666164115	-1.1164784	1.1164784	-1.0511913	-1.0266495	-1.0389823	-1.0107148	-1.0425279	1.0128936	-1.0180066	1.0060219	-1.1164784	0.08374604	0.21996327	0.13412753	0.31773606	0.16001406	0.6976448	0.50004476	0.85482	0.0076765195			
CML3_32841	113892	nat8f3	0.03220738413197172	0.2740941168103601	1.1500041	1.1500041	-1.0519946	1.0123326	1.0096703	1.0454483	1.058116	-1.0819565	-1.0054414	1.0213231	1.1500041	0.65630853	0.71461034	0.88117033	0.3168372	0.28434965	0.13775809	0.89547974	0.7415032	0.17094074			
COASY_8346	287711	coasy	0.026404605916219973	0.24820329561246776	1.0965207	1.0965207	-1.0306789	1.0143795	1.0965207	1.0358808	1.0282508	1.0080605	1.0367099	1.042835	-1.0638514	0.37498286	0.63010556	0.017025575	0.22018547	0.29350832	0.71470225	0.18162377	0.2552202	0.21948503			
COMT_32835	24267	comt	0.03177422537990922	0.2730830146183746	-1.0583837	1.0583837	-1.0353616	-1.0048817	1.0083268	-1.0097057	-1.0235554	-1.0100894	-1.0123272	-1.0583837	-1.0481284	0.061428018	0.8669745	0.576284	0.60448277	0.2526458	0.5703627	0.4046628	0.01563911	0.0029986845			
CPS1_32421	497840	cps1	0.042109484660116304	0.31280522062319027	1.3141668	1.3141668	1.1085118	-1.0010784	1.163735	1.0748643	-1.0230259	-1.0196071	1.0969042	1.0453359	1.3141668	0.3300675	0.9936637	0.13455838	0.41784015	0.89798844	0.87114054	0.483969	0.6617003	0.12661861			
CREG1_8380	289185	creg1	0.01632815611310235	0.22362004531056728	1.0296248	1.0296248	1.025294	1.0066547	1.0096605	-1.0035625	1.0069737	1.0179864	1.0047022	-1.0033052	1.0296248	0.012404549	0.5063935	0.37011385	0.670849	0.5549533	0.18102694	0.6386437	0.7609899	0.013413465			
