Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Thymus
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101
RAD21_33184	10.957215	10.740057	10.994991	10.6238575	10.842208	10.8044195	10.764029	10.854748	11.402525	11.607114	10.772363	10.681425	10.650865	10.584109	10.9898405	10.74904	10.918726	10.879522	10.826459	11.330104	10.921168	10.987746	10.872737	10.797393	10.988457	10.810701	10.758187	10.989095	10.940256	11.085616	11.189863	11.08318	11.472221	10.959397	11.29974	11.092028	10.357557	10.693031	11.114423	11.008091	10.833333	11.113373	10.954098	11.43949	11.869495	10.663687	10.420856	10.549945	11.077656	10.2484
RAD51_32943	4.730594	5.4824	5.140784	4.744684	5.1087494	4.6005926	4.9952264	5.500972	5.995933	6.479336	4.705172	4.708735	5.480305	5.237891	5.035417	4.8959517	4.8404336	4.9247437	4.778266	5.7915983	4.959679	5.3949842	4.810747	5.313136	4.814789	4.481569	3.8785744	4.6386356	4.451439	4.0676494	6.296979	5.4250298	6.172532	4.3800616	5.4590063	4.494057	4.452864	5.6197457	5.696923	5.3156533	5.5230927	5.097032	5.1140614	6.1264596	5.7459497	4.623554	5.0363235	5.770171	5.164042	3.9851222
RAD51C_9650	6.3050013	5.969646	6.040093	6.005261	5.634087	6.348232	5.9390297	6.329705	6.353471	6.745076	5.8019824	6.2699375	6.363371	5.9751697	6.289413	6.1726117	5.6023707	5.988979	6.4660153	6.180483	6.501457	6.4400063	5.9999604	6.332533	6.0075884	5.8230815	6.141531	6.2984114	6.0219765	6.1753635	6.866245	6.3374515	6.6117	5.955426	6.4301667	6.1650257	5.695582	6.323661	6.3880873	6.447594	6.231548	5.850002	5.85871	6.8003016	6.9136934	5.736554	5.9049263	5.97651	6.1029553	5.4146256
RAD9A_9651	0.0	0.0	0.0	0.0	0.0	0.0	4.4953213	4.041306	3.746947	4.146395	0.0	3.8005633	4.018662	0.7487247	3.7128704	3.1687396	0.0	3.5291152	3.1825688	3.8491642	0.0	3.397241	0.0	0.0	3.232955	3.4195497	3.7712479	0.0	3.1830075	0.70551354	4.1128645	3.2925956	4.736905	3.4992244	4.1736536	4.5893188	0.0	3.3104298	4.321404	4.0719485	0.8742511	0.0	0.0	4.595841	5.783716	3.1511369	0.0	1.1959563	3.4415095	0.0
RAE1_9652	3.4509845	3.941964	4.956698	4.2033234	4.593035	3.9504504	4.007905	3.6143644	4.7672553	6.553068	4.284218	4.131515	4.5534744	5.2116456	3.7938466	4.086208	3.4967375	4.363337	4.614898	5.4419565	3.7056699	4.8145823	3.6629279	4.4437838	4.154116	4.481569	3.4617538	4.4042087	4.0435605	4.2219005	5.6411386	4.5444393	6.5565715	3.9328265	4.8289747	4.2241154	4.100142	3.875611	5.1535583	3.5588937	3.6625233	4.4057446	3.8964417	6.5077844	5.7459497	4.241624	5.657966	4.939801	5.4291887	5.162177
RAI14_9653	2.633305	5.0844584	3.1672041	2.8977108	4.014105	2.9846914	2.7544117	3.2380686	4.1904726	4.3011384	2.7952027	3.37036	3.6136408	3.6513636	4.6567817	3.034453	3.792875	3.3274024	3.496034	4.3485436	3.7866135	4.4288692	2.378479	3.5937629	3.7997117	2.6260598	2.7654781	2.6392894	3.2862132	2.7390974	4.602203	3.2925956	4.4284396	2.525409	4.3412776	2.6743705	3.0223727	3.549021	4.1665387	3.7249916	2.9381824	4.44942	3.0551	5.3169913	4.1184688	2.5889978	4.983566	3.7294636	4.1777534	4.7063546
RALA_9654	8.801603	9.012604	8.627374	8.693332	9.107075	9.082947	9.174758	8.58535	8.704829	8.655882	9.259631	8.713991	8.792346	9.16616	8.995716	8.91096	8.980481	9.279867	9.075131	9.109487	9.170562	8.924408	8.657219	8.834138	9.168827	8.968314	9.093219	9.004401	8.68592	8.523883	8.936811	8.9593935	8.619546	8.911374	9.096008	9.037592	9.117194	8.692536	8.886017	8.761027	8.94399	8.446664	9.048808	8.759122	8.973712	9.316095	9.257348	9.064635	9.266478	9.56426
RALB_9655	2.838089	3.6294222	3.4411387	2.079366	2.8840072	2.0508277	3.370183	3.4384506	4.134867	3.8446915	2.104576	2.9005527	3.1594307	2.5266066	3.535858	2.5349493	3.9808679	2.464409	2.7815273	3.9218886	2.9591317	3.0592349	3.3025265	2.5471098	2.286233	3.0203052	2.6490371	2.6392894	3.3825264	2.8693285	3.827497	2.3394096	3.9004054	2.7115524	2.9393022	2.4891615	2.8429837	2.5254831	2.6840322	2.2000766	1.8070123	3.5139868	2.429447	3.8714757	3.1422179	3.1511369	3.3822434	3.12859	2.790463	3.6336858
RALGDS_9656	2.2585368	3.403189	2.6242175	1.1956536	2.7190146	3.38271	3.5579097	3.9783583	3.5052454	2.3248434	2.6510267	2.5921547	3.6136408	3.571059	3.3340492	3.1687396	4.093834	2.812569	3.3989213	3.5149162	3.0924625	4.035988	3.6087723	3.8226986	3.503453	3.3296127	2.873219	2.2436357	3.557775	3.6267955	3.471408	3.3889556	2.432908	2.7115524	3.072373	3.4591844	2.6380785	3.1261802	2.6840322	3.3711543	3.3453424	3.1404426	2.7759268	3.3985403	3.7113912	2.8972752	3.3822434	3.501787	3.6063738	3.4195876
RAMP2_32728	4.6239033	3.6294222	4.1996613	3.9855537	4.3324165	4.1678843	3.4670975	4.554229	3.5052454	3.7038028	3.828109	3.6435227	3.9585717	4.6328926	2.965928	4.6880174	4.2962575	4.1350174	4.1008472	2.94595	4.0053115	3.29313	3.814171	3.6741796	4.3947434	5.3379607	3.714434	3.6097162	3.47281	4.3162727	4.1128645	4.1080074	3.9004054	3.1584895	3.1941996	3.5566993	4.4212284	3.1261802	4.220029	3.2672496	3.0870397	4.611989	4.519438	5.188017	3.1422179	4.004539	3.6081572	3.6574912	4.1243553	6.5371118
RAN_9657	11.591219	11.381365	11.563246	10.96436	11.641321	11.484787	11.639475	11.838662	11.452777	11.091325	11.344652	11.4208145	11.756238	11.437362	11.699849	11.436315	11.508065	11.466535	11.526817	11.380567	11.337699	11.418802	11.404533	11.417924	11.4516115	11.288682	11.432428	11.763885	11.279342	11.502371	10.998402	11.614737	11.229036	11.516662	11.241312	11.469174	11.268387	11.623032	11.041548	11.566897	11.646079	11.368926	11.630501	11.113436	10.900821	11.190246	10.320067	10.719694	11.017601	10.273226
RAPGEF2_33109	5.1703978	5.058773	5.865178	5.0558095	5.562833	5.1009955	5.178122	5.4321747	6.1441097	6.5323834	5.499194	5.5094204	5.369295	5.338346	4.9672256	4.816337	5.5439186	5.1248474	5.470342	6.180483	4.9941716	5.626819	4.810747	5.3380346	4.9715967	5.2910748	5.118688	5.6312957	5.418086	5.434914	6.339089	4.91186	7.3097925	5.6021023	6.0492325	5.559037	4.5438104	4.763791	6.253472	5.028407	5.1010723	5.6016717	4.9867787	6.966823	6.6833377	4.7441998	5.606557	5.4248013	5.9113364	4.965429
RARRES1_33060	8.514853	8.9032	8.365069	8.397339	9.016642	8.942529	9.017643	8.306612	9.062379	8.230845	8.931285	8.56593	8.811582	9.033853	8.491182	9.008218	8.658808	8.815836	8.870753	8.88915	8.848788	9.2135725	8.358098	8.659952	8.493229	8.893779	8.722027	8.691543	8.580725	8.7688465	9.119053	8.622915	7.825638	9.003405	9.427926	9.073047	8.870139	8.525636	8.7403145	8.837848	8.982515	8.91035	8.678459	8.246622	8.2920475	9.16938	8.438171	8.627133	8.890208	10.055345
RARS_9660	6.0195436	6.596849	5.769067	5.769644	6.595886	6.1581144	6.158059	6.0827765	6.2784753	6.717854	5.9167833	6.2428164	6.0400295	5.8616023	6.1425533	6.4215875	6.252327	6.842078	6.353892	6.2527466	6.376284	6.1582346	5.9132485	6.0304303	6.222618	6.119921	6.406545	6.154509	6.23045	5.7202635	6.6379013	6.4422283	6.4516983	6.5510335	6.314017	5.948549	6.344745	6.1653137	6.500438	5.9734883	6.38323	6.1570745	6.2116838	6.7825413	6.9721084	6.43105	6.2333727	6.169988	5.895486	6.2212706
RASA1_9661	8.94976	9.25241	8.977084	8.668381	9.405753	8.905179	9.248185	9.169941	9.758191	9.993744	9.433605	9.426165	9.056989	9.224748	9.31665	9.128467	9.519697	9.638615	9.637415	10.002114	8.996467	9.501826	8.753957	9.487848	9.270462	9.208018	8.91402	9.301202	9.139667	9.226237	9.821128	9.015186	9.966491	9.137406	9.709125	9.141443	8.941566	9.021216	9.714369	9.1650305	9.395055	9.407707	9.356176	9.879434	9.951687	9.621909	8.817419	8.971242	9.23376	8.953377
RASSF1_32475	5.6767197	6.1138124	5.481297	5.6449656	6.2015357	5.4303536	5.740076	5.7091455	6.4131203	7.5140576	6.0521145	5.5976973	6.068737	5.959483	5.9261284	5.948223	6.029032	5.9717684	6.2038474	6.590539	5.7671123	6.097712	5.3290844	6.1756277	5.6095862	5.855669	5.64484	5.8526363	6.08058	5.4763827	6.9591813	5.9522014	7.980267	6.223793	6.4301667	6.1337633	5.24983	5.5482054	7.2439857	5.798169	5.671955	5.9748063	5.622215	7.547936	7.134375	6.15452	6.8712173	6.2699122	6.529949	6.492095
RASSF4_33075	4.730594	5.361552	4.7706747	4.0985436	5.2665663	5.1781764	5.1492043	4.7173147	5.1781855	4.7583957	4.7412276	4.8944674	4.512266	5.541656	4.6567817	5.2081556	4.8724556	4.8513603	4.698893	4.8363485	4.5132113	5.3949842	4.3968515	5.6478415	4.6388354	5.113823	4.980958	5.144462	4.5788755	4.7473726	5.3972235	4.775904	4.990894	5.479269	6.0811696	5.2737103	5.24983	4.4860373	5.734168	5.059846	5.2024736	4.922069	5.1140614	5.1330156	5.1931987	4.925247	6.2996154	5.9006004	6.075082	6.930373
RB1_9662	9.750921	9.888995	10.138973	9.688207	10.175097	9.686416	9.8831835	10.079651	10.774516	11.082904	10.010504	10.035339	10.030315	9.844571	10.209745	9.67286	10.200977	9.904298	10.178082	10.984532	10.094779	10.418942	9.812672	10.427179	10.014628	9.928136	9.638699	10.182537	9.674687	10.154931	10.643988	10.070286	11.318329	10.062085	10.736113	10.234362	9.626536	10.004874	10.902254	10.280127	10.047326	10.261054	10.185187	10.87919	11.322502	9.9302845	10.144203	10.045774	10.37725	9.544552
RBKS_9663	3.627044	4.7731214	4.236068	4.0431547	3.166309	4.265432	4.1313305	4.215177	4.7672553	5.1600456	4.23449	4.3505945	4.23674	4.4201593	4.3165636	3.7853594	3.9208848	4.071808	3.9717271	4.5455213	3.9360316	4.6971083	3.8612561	4.2474957	3.9277663	4.1548967	4.242332	3.421333	4.210308	3.8324065	4.9306808	3.3889556	5.4917912	4.3800616	4.6700554	4.0340147	3.6322734	4.041103	5.009094	4.0719485	4.6529818	4.952743	3.4900603	5.3169913	4.9491515	4.445191	5.2745504	4.9698277	4.9958377	5.355533
RBL1_9664	6.5210733	6.466174	6.9214272	6.062095	6.583939	6.3812494	6.4933033	6.562109	6.903718	6.9382873	6.4937634	6.716889	6.38636	6.3922734	6.849395	6.3667526	6.413361	6.489829	6.6460776	7.2503333	6.440228	6.9048686	6.1306167	6.8651624	6.452931	6.2725325	6.2752123	6.9661484	6.594501	6.449715	6.8469167	6.453414	7.023045	6.3830304	7.038298	6.7432704	6.3106184	6.578313	6.9905696	6.386912	6.533504	6.699556	6.80908	6.8859634	7.0593762	6.19742	6.7181625	6.7042813	6.95389	5.5080338
RBM12B_32289	4.9452024	5.3189096	5.251631	4.709537	5.808502	5.343667	5.680691	5.4554734	5.2054334	5.9655166	5.343712	5.3908896	5.392191	5.454812	5.2515116	5.540953	5.3299694	5.406817	5.3714237	5.6911507	4.9941716	5.7499146	4.810747	5.607453	5.469306	5.4701147	5.432287	5.494528	5.589311	5.051676	5.790248	5.150483	6.0972676	4.884803	5.662702	5.4104304	5.0778894	5.5482054	5.715666	5.5328617	5.3570843	5.7661347	5.2861247	5.741457	5.518462	5.202979	4.8718834	4.7795124	4.8717136	4.965429
RBM15B_9665	0.0	0.0	0.0	2.4638057	3.0320523	0.0	0.7811262	0.0	4.440277	0.0	1.8641647	0.0	0.0	0.0	2.6551723	0.0	0.0	2.648966	0.0	3.991122	0.80978554	0.79371315	2.6166377	0.0	2.6253664	0.0	0.6109348	2.8026946	0.0	0.0	4.5553403	2.826077	0.0	0.0	4.2317195	2.8384852	0.0	0.0	1.2367215	0.0	2.77218	3.6698112	0.79172647	0.0	0.0	0.77962667	3.8630683	0.0	0.0	0.6513245
RBM34_9666	5.42991	5.058773	5.304016	4.8452616	5.141724	5.019451	5.4392853	4.964699	5.6442394	5.6947346	5.8019824	4.995416	5.369295	5.288993	5.7546782	5.2081556	5.1587615	5.300547	5.470342	5.5831823	5.4064107	5.605242	5.112661	5.18176	5.3825626	4.9423695	5.074223	5.518242	5.4846992	5.1055284	5.6853366	5.5553303	5.7882757	5.344996	5.4344907	5.4104304	5.175929	4.7318587	5.3582697	4.929758	5.23475	4.8586926	5.510957	5.9783106	5.8205194	5.284825	5.657966	4.8130264	5.796543	5.272778
RBM6_9668	7.509456	7.472655	7.2763643	6.934347	7.527335	7.26464	7.7440677	7.370586	7.647493	8.461698	7.9225082	7.4562507	7.400475	7.1129293	7.5369506	7.307924	7.714095	7.6481023	7.7364917	7.89896	7.367574	7.7296667	7.360441	7.747223	7.699166	7.3050704	7.3660975	7.5587397	7.5563726	7.677538	8.167162	7.6290383	8.784572	7.6945496	7.5810275	7.639696	7.3015018	7.3518686	8.071104	7.497867	7.410328	7.6511173	7.165643	8.533497	8.36549	7.592995	7.2849884	7.093301	7.81114	7.44207
RBP1_9669	4.094785	4.3755646	3.9595208	4.519684	5.005047	4.4838395	4.540562	4.215177	3.9539063	4.033168	5.600813	3.7241788	3.6895404	5.237891	4.3165636	4.8959517	3.6523914	5.1248474	4.657507	4.49874	4.773642	3.6708953	3.814171	3.6741796	4.74696	5.7556114	3.6552906	4.124156	4.101311	3.7670722	4.176183	3.3889556	3.180516	4.14166	4.583509	4.3920584	4.4212284	3.875611	3.4821615	3.7249916	4.072798	3.594002	4.69259	5.365517	3.9951131	4.9588814	4.782055	3.6574912	4.1777534	6.08239
RBPJ_9670	5.2078176	5.913432	5.140784	4.673513	5.296159	5.1781764	5.0273647	5.669845	5.683526	5.6182785	5.3669763	4.8944674	5.54303	5.623568	5.439415	4.9714017	5.4409065	5.244325	5.026022	5.9390492	4.605345	5.087839	4.685528	5.6277885	5.11302	5.40555	4.6279674	4.8773894	5.1975284	5.1055284	5.7069383	4.9753165	5.689237	4.7637043	6.016572	4.989295	5.137509	4.91364	5.619417	5.207517	5.3861127	5.253053	4.9531226	5.864739	5.9256096	5.23078	5.589005	5.7356343	5.3844647	5.9686856
RCN1_33000	5.3316336	5.611677	4.002424	4.5986476	5.657078	5.1529055	5.5759377	5.7091455	5.7217717	5.7673416	5.8357253	4.7478437	5.9656568	5.7924533	5.335055	5.043101	5.234637	5.061181	5.6498976	5.6911507	5.6637645	6.1282907	5.502461	5.885952	6.5051904	5.360844	5.550612	5.814837	5.724088	6.0157657	5.888045	6.0731544	5.8260627	5.8202457	5.4590063	5.511183	5.5125484	5.4921217	5.5993724	5.262598	5.8902993	6.1570745	6.029911	5.6659718	6.03926	5.866288	5.9741683	5.6822276	5.796543	6.0701895
RCN3_32684	4.3165293	4.101421	4.0440874	3.9855537	4.7721844	4.1678843	4.7476554	4.554229	4.571727	4.251379	4.844285	4.7478437	3.830318	5.0432754	4.2606835	5.4114795	3.3222358	3.4317813	4.5709925	4.0571847	4.3091593	4.035988	4.903642	4.080491	4.5219455	5.001814	2.7654781	3.925656	4.210308	3.698638	5.167229	3.720592	4.476753	3.8559105	4.1736536	4.494057	4.6014047	3.753697	4.742861	3.6443317	4.333445	3.1404426	4.1551285	4.9221015	3.9951131	4.2952714	5.317815	4.5991626	4.068904	5.9421535
REEP5_9673	9.6593485	9.691092	9.732946	9.382702	9.911516	9.636009	9.693419	9.678115	9.89104	9.789908	9.927853	9.516692	9.700729	10.073132	9.76499	9.6700325	9.892884	9.616637	9.852116	9.832103	9.758457	9.797725	9.664585	9.900991	10.012824	10.049307	9.4921875	9.714385	9.782326	9.591982	9.673971	9.865717	10.108375	9.867644	9.931271	9.890695	9.728606	9.337294	9.972838	9.790152	9.509955	9.861137	9.422238	10.06718	9.639165	9.741479	9.776624	9.6087055	9.806314	10.281186
REG3B_9674	3.0993154	3.2298946	2.3857944	1.8403511	3.0320523	2.9846914	2.9003832	0.7680291	2.1543367	2.6660335	2.9262702	1.2851884	3.2624335	1.8957785	3.2214658	2.8863719	3.5766625	3.09283	1.9774263	3.4176767	0.0	2.4332752	2.0930786	3.2180166	0.7192284	2.9004745	1.8624483	2.2436357	2.8199723	2.0543709	2.850054	2.6813607	2.6166186	1.756461	3.072373	3.1194987	2.744166	2.1916406	3.2954373	1.9545798	2.1151083	2.9097645	1.3000005	2.1404734	0.0	3.4638333	2.9032347	3.017978	3.1524036	3.1680856
REG3G_33090	6.050769	6.8941708	5.611711	5.548814	6.21709	5.8787065	6.3481765	5.7846746	6.459125	6.3901806	5.389871	5.9050307	6.9229593	6.1091657	7.010536	6.10721	6.240106	6.225168	6.4660153	6.6344795	5.726657	6.9653993	5.410483	6.739978	6.271716	6.0791054	4.980958	5.6093826	6.256102	5.883296	6.147013	5.7673697	6.271712	6.112469	7.078409	6.4324336	5.8461227	5.4921217	6.5638757	5.923093	5.599443	6.615782	5.0196676	6.3479133	6.03926	6.5789785	7.774773	7.432112	7.250308	7.9678392
RELA_32444	6.7539244	6.8941708	6.9380975	6.649147	6.846466	6.593361	6.8027706	6.7147317	7.3384814	8.356779	6.605566	6.5163264	6.431268	7.040223	6.801243	6.586645	7.0740986	6.7133822	7.0334454	7.1705027	6.8882604	6.8231144	6.3773155	6.7211733	7.1019187	7.142902	6.235383	6.91347	7.23378	6.749434	7.9890747	7.010333	8.586902	6.807422	7.2913337	7.0666475	6.5267005	6.3967605	7.529997	7.1416626	6.584488	6.9095774	6.7218337	8.7477255	7.814989	6.663005	7.5254116	7.0018044	7.469563	7.3441405
RELB_9675	6.4130793	6.456371	5.9443245	5.6449656	6.7535257	6.2080436	6.2288685	6.4621305	6.3655996	7.101649	6.644165	6.697043	6.6654367	6.8146825	6.7103	6.448243	6.7770066	6.823011	6.9587474	6.697978	6.039002	6.736448	5.457205	6.702121	6.1974277	7.018898	6.2752123	6.549208	6.57425	6.162718	6.8469167	6.0731544	7.289649	6.6904645	6.790395	6.6688886	6.3277826	5.918166	6.5430384	6.6470704	5.7632947	6.5964856	6.2675185	7.5995646	6.713002	6.808468	7.3173256	7.058793	6.930747	7.964547
RET_32982	4.9001946	5.0326223	4.6942286	4.0431547	4.5445423	4.217482	4.298678	4.4652076	4.692193	5.4298234	4.3322883	4.7478437	5.0035057	4.5515237	4.9672256	4.54716	4.7047267	4.2536893	5.5851545	4.6773977	3.863256	5.1487684	3.814171	4.9429755	4.74696	4.6396294	4.025933	4.6386356	4.8042574	4.4048486	5.167229	4.413105	5.9680285	4.960233	5.704312	5.2737103	4.452864	4.407357	5.259542	4.929758	3.840856	4.4918118	4.094674	6.054286	4.8458242	4.705095	5.252422	4.877806	5.3844647	5.9554806
RFC4_9678	9.5314455	9.356219	9.247242	8.953909	9.211714	9.615343	9.313176	9.562165	9.327136	9.423598	9.590075	9.593846	9.426305	9.4378605	9.654141	9.6108	9.172769	9.791118	9.583191	10.066685	9.582614	9.510558	9.435839	9.791459	9.375268	9.356302	9.600016	9.401837	9.355279	9.547684	9.713192	9.852046	9.371641	9.724898	9.847864	9.574395	9.506363	9.819806	9.52147	9.706958	9.597884	9.464688	9.59176	9.188017	9.985504	9.790172	9.287586	9.515082	9.517519	9.059016
RFC5_9679	9.295479	8.687608	9.224772	8.566482	9.0966015	9.081273	9.311545	9.318697	9.544103	10.232058	9.237713	9.287062	9.182145	9.052457	9.404685	9.128467	9.221756	9.233687	9.417982	9.786578	9.356043	9.347935	9.07428	9.350823	9.253757	9.246926	9.130341	9.364713	9.160192	9.306031	9.892385	9.640789	10.360126	9.496922	9.744457	9.37994	8.890498	9.118584	9.92028	9.352836	9.101059	9.302977	9.215993	10.119403	10.190076	9.167583	9.3514385	9.110844	9.476822	8.883632
RFNG_9680	6.1787744	6.0886493	6.168084	5.975981	6.4717107	5.8787065	6.7265162	6.733914	6.659604	7.6158786	6.555818	6.4819455	5.9958673	6.5680676	6.646322	6.512803	6.0847654	6.150654	6.624761	6.778517	6.389302	6.3520584	6.3362436	6.428393	6.623391	6.159614	6.2150483	6.2984114	6.594501	6.1753635	7.168284	6.3732295	7.80213	6.4101853	6.49087	6.531712	6.0768213	6.06636	6.8364053	6.374463	6.294147	6.3990245	5.912236	7.6197095	7.3573885	6.2928214	7.105286	6.4511247	6.9385023	6.7811813
RFX5_9681	6.1013546	6.560705	6.525139	5.961116	6.559743	6.1707597	6.504763	6.635346	6.6094875	8.075092	5.78481	6.1869946	7.0721984	6.9237947	6.6353774	6.123841	6.7599893	6.2960224	6.603125	7.1555014	6.295612	7.0396695	5.93542	6.6333823	6.4845133	6.3316455	5.7332892	7.1057367	6.33043	6.2369814	7.5847063	5.7673697	8.295171	6.192853	6.790395	6.3801093	6.025145	6.3762503	7.0285425	6.038056	6.9183874	6.761508	6.423121	8.3527355	7.376052	6.369855	6.091	6.2455726	6.817549	6.36802
RGD1304728_9682	4.4474354	4.3755646	4.1239705	4.3924913	5.141724	4.523816	4.9623556	5.0890856	5.2321763	5.45202	4.4675775	4.584615	4.707457	4.8526273	4.4222217	4.6425757	4.4737425	4.4652367	4.7391253	4.718807	4.19518	5.087839	4.685528	4.6165357	4.8475437	4.481569	4.3581285	4.6812735	4.8721857	4.7473726	5.449417	4.9439373	5.262973	4.7637043	5.409551	4.7628226	4.287256	4.8256106	5.42812	4.401372	4.7896147	4.686883	4.213151	5.365517	5.0141416	5.0238857	4.353539	4.393003	5.0252695	4.224109
RGD1305347_32873	3.9254274	4.2449946	3.4411387	2.8977108	4.6399508	3.38271	3.6433425	3.9783583	4.244014	3.7038028	3.5313544	2.5921547	3.6895404	3.0846384	4.1419787	3.4047847	4.2482514	3.9364204	3.7533984	3.2010086	4.4147897	4.4288692	2.6166377	3.8226986	3.8651593	3.7319183	3.3166127	3.7763176	4.3597646	3.7670722	2.850054	3.5642822	4.098675	3.6885626	3.7654974	3.3545973	3.0223727	3.3944216	3.6474645	4.62803	3.3453424	4.649922	3.7473297	2.5292447	4.232103	3.2630703	3.920332	4.6370816	4.373536	4.3505483
RGD1307603_9684	2.2585368	4.7085176	2.5099256	2.7670586	2.7190146	4.6005926	2.5919912	0.0	3.1032639	2.3248434	1.2143023	1.6579639	0.7322526	2.3453512	0.0	0.0	1.8367474	0.0	0.7944989	1.3162525	1.3253298	0.0	3.0817585	1.2534919	2.899758	1.555824	0.0	0.80502665	0.74286735	1.8167635	1.3519496	0.74573284	0.0	2.0605931	0.0	0.0	1.7548914	2.368197	1.601666	0.0	0.0	3.4292722	1.6751089	1.2410022	0.7754377	1.6553793	2.5143669	3.231322	1.5718415	3.340527
RGD1307929_9686	5.2621875	6.632109	5.75659	5.6449656	6.1211452	5.4303536	5.887433	5.873843	6.773225	7.606014	5.78481	5.8876257	6.0968847	5.7924533	5.8897505	5.5896554	5.910658	5.91887	5.8468585	7.1779456	6.0055766	6.7659187	5.426225	6.24309	5.551128	6.008403	5.264335	5.8711715	5.778206	5.787703	7.5067973	5.6163173	7.7973824	6.0958405	6.68002	5.6721587	4.9283757	5.2430553	7.3133063	5.8530374	6.043922	6.221471	6.029911	7.5791345	7.6252103	6.1103053	6.528625	6.3746285	6.2597528	6.337806
RGD1308428_9687	5.5513268	5.229647	5.744004	4.6365657	5.907691	5.1529055	5.6396976	5.6497855	6.0866523	6.815253	5.4345994	5.5761294	5.5633464	5.7565947	5.536732	5.1443815	5.3067203	5.552846	5.883218	6.1655855	5.3542542	5.5610943	5.1319895	5.287801	5.337154	5.772777	5.2037063	5.695106	5.6868477	5.455797	6.682197	5.204445	6.9044213	5.316574	6.0329947	5.4866467	4.905693	5.075059	6.187868	5.3156533	5.695338	5.1771507	5.487637	6.6418777	6.2960224	5.311106	6.187459	5.753006	6.5401797	5.756668
RGD1309995_9688	4.8057337	4.80437	4.6409173	4.0431547	5.205495	4.9030194	4.8228283	4.215177	4.730212	5.132822	4.810744	4.8230176	4.23674	4.8526273	4.820338	4.8566933	4.431376	4.8885183	4.5257087	5.0460963	4.4648395	4.5692143	4.262996	4.575248	4.5219455	4.9423695	4.5650907	5.017097	4.937059	4.0676494	4.77577	4.268606	5.343346	4.433978	4.7114563	4.338221	3.9307425	3.9880207	4.914919	4.860034	4.502042	4.4918118	4.031575	5.565698	4.3374367	5.3369174	3.8034377	3.5817387	3.6822402	4.224109
RGD1559459_9690	1.9406534	3.8846388	3.2407162	3.4166565	2.0672905	2.9846914	2.5919912	3.2380686	4.440277	4.7935886	3.6114588	2.4090967	2.4927802	3.571059	2.2585654	3.6992087	3.4967375	2.648966	2.9279482	4.718807	2.2524018	3.494342	3.1591628	3.6741796	3.232955	3.7319183	2.6490371	2.2436357	3.557775	2.5959332	4.351	2.957591	5.0874014	3.3943403	3.8420541	2.8384852	2.9354646	2.368197	4.705842	3.4680758	3.3453424	2.4752064	3.3929882	5.4579306	5.248265	3.5546255	4.394531	3.986057	3.8884876	2.972199
RGD1561778_33259	4.5959506	1.9976788	4.437094	5.445794	5.296159	4.4427233	5.6396976	5.9248137	6.2912483	5.047927	6.504293	4.298864	4.3345466	5.498887	5.9439793	4.4969764	5.7647333	5.406817	4.5709925	6.2944293	5.6637645	5.056381	4.7865577	4.9429755	5.7198434	5.113823	4.242332	4.124156	4.3597646	4.12092	5.5955434	5.0944247	3.8277605	1.3706044	6.3537817	1.7256354	4.100142	3.6886454	6.0170603	4.496349	5.9691544	5.8662057	5.784104	1.8981129	4.9820123	4.925247	5.987627	5.1379385	5.0541124	2.4763496
