Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Liver
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102
ACOT12_32718	7.438776	7.503178	7.502665	7.281155	7.413951	8.321541	7.6176972	7.3511224	7.3540797	7.419946	8.149726	8.332435	8.031013	7.039239	7.3927717	7.519667	7.438581	7.1238427	7.758774	7.6292396	7.1434016	7.1717434	6.943996	7.92828	7.662825	7.1190467	7.667237	7.600035	8.072021	7.763895	7.4740434	7.9349732	8.258373	7.4160852	7.278697	7.2982626	7.1000166	8.1205	8.036579	7.3800764	7.6462283	7.39094	7.579829	7.4205	7.214336	7.0282545	7.2647853	7.7278037	7.174913	7.749616	7.880382
ACOT2_7969	3.2667723	3.1447456	3.7330143	2.8329139	3.8610837	4.953422	3.5705955	4.031213	3.542386	3.4665015	4.345077	4.8012853	2.9442408	2.125702	2.822659	3.464756	3.6577122	2.9182432	3.2739434	3.4395163	3.516853	3.4296765	3.644928	4.7009244	4.136094	3.7534585	3.453885	4.488404	3.9962618	4.3405547	4.1419463	4.978675	5.2275867	4.020626	3.9882336	3.1638238	3.7832136	3.6326184	4.5196958	2.617935	3.7385323	2.6783617	3.5286577	4.048059	4.2231	3.854609	4.4792886	3.9863412	4.115946	5.0478916	4.992195
ACOT4_7971	3.4199457	4.221076	4.120669	3.3817346	4.4392776	3.8707402	3.1222486	3.288564	3.6277356	4.4448223	3.8166115	3.7552574	3.5799336	3.4715075	3.2486126	3.2123806	4.704656	4.264547	2.034727	4.4137273	3.8788452	4.320187	4.030841	4.055756	3.7658463	5.2151165	3.8769553	5.4125366	3.576677	3.9187603	5.577734	3.5914567	4.062578	4.163713	3.2741406	4.031688	4.591166	3.803017	4.6865606	4.086367	3.0100453	3.8878455	3.7952542	4.208261	3.966086	3.9771552	4.072663	3.5258443	4.456576	3.0433257	4.3909903
ACOX1_7973	7.9345965	7.802547	7.6688027	7.529458	7.5365295	8.405118	7.9886017	7.4629345	7.6166883	7.4423585	8.676969	8.939978	8.186825	7.356012	7.973127	8.205219	7.207375	7.720388	7.869923	7.686405	7.1300144	7.883779	7.41314	8.379339	7.844504	7.2679625	7.954648	7.8921413	8.653134	8.120717	7.847475	8.672063	8.699097	7.9741583	7.791633	7.4792895	7.4800353	8.511198	8.484633	7.2882032	8.541525	7.4465976	8.338346	8.004473	7.792094	7.4546585	7.599626	8.347962	7.7683434	8.455827	8.358047
ACOX2_32902	5.8879666	6.9681044	6.523512	6.246311	5.9235425	6.463105	6.414955	6.3979435	6.3936577	6.044746	6.6896844	7.019987	6.764952	6.4111524	6.0575852	6.532119	6.6093225	6.221285	6.906195	6.202375	6.540106	5.926065	6.3723226	7.101163	6.592711	6.343005	6.8363013	6.126973	6.6265297	6.321307	6.3859634	6.7739415	6.793961	6.269631	6.505253	6.6756945	6.032242	7.0172877	6.745736	6.3788466	6.9529185	6.213686	6.6348805	6.466359	6.1761794	6.5835233	6.047279	6.532477	5.762328	6.8986545	6.811484
ACSM3_7976	1.3880074	2.093713	3.201306	1.7466631	2.881201	1.8975352	2.7853255	0.79156345	2.5778475	3.3762581	2.4231403	2.8583255	3.3408284	2.6741545	2.3929372	1.7495389	2.0207906	2.2153766	2.7170815	2.8391025	2.0924027	1.9542458	3.2191322	2.97772	2.1098828	2.7896712	1.166538	3.02658	2.1544483	1.5489246	4.088628	1.8607395	2.1264033	0.64532226	2.0348933	3.2525873	2.551855	1.844624	2.129331	2.9729886	2.7823906	0.67820066	2.1742668	2.902232	2.3968658	3.4085321	3.155951	2.5728278	1.6467015	1.6180899	3.0740602
ACSS2_7977	4.937726	4.11622	4.479914	4.590182	4.2710476	4.422449	5.321588	4.771578	3.9919932	4.399723	4.4309664	5.5626335	4.9175262	3.5564651	4.553128	5.0397477	4.3190384	5.078791	3.8707385	4.188725	2.637685	4.4774175	4.240569	5.524055	4.817409	3.7534585	4.9770846	4.4023466	5.5554004	5.130347	5.073307	5.464792	4.6510506	4.7819977	4.68837	4.5697722	4.2660027	5.6947474	5.3945236	5.2736597	4.7160926	4.2931075	5.1985426	4.8175435	4.5946336	4.8999505	4.764186	5.343335	4.8432403	5.5401835	5.06781
ACTA2_33040	2.6759436	2.2992866	2.0973291	2.1037126	3.1634247	2.8345015	2.3449447	1.6748438	2.5778475	1.2268404	2.0414863	2.2482429	3.425011	2.125702	2.2156136	2.517281	1.1526536	0.78977567	1.798242	1.7917304	2.2979228	1.9542458	1.8309125	2.044776	2.8011198	1.8594787	1.8029988	2.292582	2.1544483	2.0738142	2.2759893	2.2279606	1.0854872	2.8489935	1.7983987	2.3164382	2.0143282	2.0391076	1.9307833	2.14594	2.1788576	2.2019026	0.6650233	2.083353	1.5000542	1.8338943	4.398314	1.1618465	2.7405214	2.4553113	2.6177433
ACTN1_7980	2.409378	4.221076	4.250613	3.3817346	4.0805793	2.9661357	3.3951938	4.0943108	3.0180447	3.848536	3.4559414	3.3754005	3.0540662	3.2849286	4.170648	2.906295	2.4008892	4.090322	3.7430634	3.79982	3.0324657	4.8087068	2.612409	4.3927975	3.2664962	2.6455934	4.5487466	4.310829	3.1786554	4.429207	3.9157202	3.6531203	3.611281	3.242043	3.8709433	3.756142	3.4232764	3.133363	3.9658427	3.7614222	2.7823906	3.5610292	2.7773542	4.208261	3.5061057	3.493125	5.0019946	3.1768548	4.0555925	2.98166	3.9857554
ACVRL1_32420	2.7927766	4.270778	2.7524354	1.9362055	2.5300019	2.8345015	3.045104	3.7469723	3.251087	3.2799911	2.4231403	2.2482429	3.251428	3.0705848	3.6486769	2.658931	2.5589771	2.4256833	3.7430634	3.4395163	1.564986	4.278048	3.3149385	3.883113	2.9322739	3.151582	4.049548	3.5907314	2.1544483	3.2243419	3.9756885	3.1531265	2.1264033	3.4045634	2.4160542	2.4724164	3.1544216	2.3636055	3.9658427	2.864066	1.7450074	3.8878455	2.7773542	2.902232	2.3968658	3.4085321	3.7196462	2.9645648	3.8219357	2.6262543	2.1457627
