Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Female_Liver-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:31.21
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 12 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: female
Organ: liver
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
CSNK2B_32771	81650	csnk2b	0.0038461538461538464	0.2315658657829329	1.4083536	1.4083536	1.3829588	1.1421082	1.1446823	1.3102114	1.1052448	1.0606793	1.3194352	1.2217798	1.4083536	0.013797681	0.30502644	0.24598345	0.04142829	0.43337774	0.5814574	0.014145336	0.052158024	0.06752696			
CTSD_8403	171293	ctsd	0.014989733059548255	0.3827066221765914	1.0724269	1.0724269	1.0339028	1.0032896	1.0175592	1.0142511	1.0705887	1.0223659	1.0360236	1.0445961	1.0724269	0.32578784	0.89390093	0.4108265	0.5388495	6.612077E-4	0.3317748	0.02521095	0.01180379	0.07333584			
CXCL12_32815	24772	cxcl12	0.0025570416994492528	0.21817210761733094	-1.0585724	1.0585724	-1.027184	-1.035463	-1.0428989	-1.0200343	-1.0401546	-1.0402843	-1.0467664	-1.0213741	-1.0585724	0.23706953	0.02649517	0.002300751	0.19780381	0.035336867	0.11467863	0.0013147388	0.13927688	0.087187685			
CXCL12_8410	24772	cxcl12	0.016305428514615233	0.3968968908933884	-1.1115088	1.1115088	-1.0739692	-1.0921314	-1.1108229	-1.0589578	-1.0966045	-1.105368	-1.0694036	-1.0578464	-1.1115088	0.07073069	0.050237764	0.0016725499	0.10520466	0.041539237	0.010001672	0.012716041	0.045301598	0.2681715			
CYP17A1_32365	25146	cyp17a1	0.006659939455095863	0.2591033588006343	2.0257766	2.0257766	1.1740929	-1.0713693	1.1261913	1.5388885	-1.2661519	1.3101116	1.0728775	1.0048224	2.0257766	0.55467904	0.7968718	0.6225037	0.055980846	0.30012915	0.09863187	0.7693987	0.9900576	0.1056596			
CYP2B3_32867	286953	cyp2b3	0.027704216744754533	0.45725949657503945	-1.0578464	1.0578464	-1.0229412	-1.0024515	-1.0031682	1.0211071	-1.0119972	1.0001689	1.0118593	1.0159461	-1.0578464	0.40829828	0.883853	0.75284624	0.080336206	0.42550057	0.9927367	0.3737459	0.18085323	0.15941398			
CYP2D1_32660	266684	cyp2d1	0.03710462287104623	0.48568193767326256	1.0937322	1.0937322	1.053967	1.0092639	-1.0114813	1.0357356	1.0937322	-1.0206615	1.0189667	1.0171045	1.0744784	0.12628584	0.70966864	0.6700568	0.18677612	0.0013700997	0.5478687	0.64359236	0.457103	0.028194755			
CYP4A1_33111	50549	cyp4a1	0.017076641593819882	0.3986176052043098	1.1320033	1.1320033	1.0569867	1.0295945	1.0054675	-1.0342231	1.0763704	1.028391	1.0522718	1.0652095	1.1320033	0.34780884	0.35479358	0.91753167	0.15981725	0.16823035	0.5236184	0.0994659	0.029060936	1.8106605E-4			
CYP4A2_32530	24306;298423	cyp4a2;cyp4a3	0.014767511474755537	0.3827066221765914	-1.1163435	1.1163435	1.0771819	-1.0231866	1.0169858	-1.0139596	1.0748775	1.0327599	1.0013497	-1.0290954	-1.1163435	0.11658394	0.6211933	0.57423615	0.64533424	0.17254858	0.23986234	0.9800478	0.5610006	0.13344093			
DDX39A_32661	89827	ddx39a	0.046285260230433056	0.5048163756773029	-1.1066372	1.1066372	-1.006372	1.0239851	1.0097493	-1.0152537	-1.054216	-1.0633528	-1.0021571	-1.0326045	-1.1066372	0.8817945	0.5199868	0.81814665	0.76366407	0.11868095	0.120056085	0.9473401	0.5941108	0.03367965			
DERA_8462	690945	dera	0.03883868486829456	0.48568193767326256	-1.0583024	1.0583024	-1.0108066	-1.0081457	1.012778	1.048321	1.0158867	-1.0227628	1.00072	-1.004108	-1.0583024	0.6614375	0.7680599	0.64593095	0.12111294	0.58692765	0.34885073	0.9774422	0.88400006	0.113141544			
DHRS3_8468	313689	dhrs3	0.027650686294012333	0.45725949657503945	-1.1039127	1.1039127	-1.048781	-1.033775	-1.0635676	1.0092832	-1.006697	-1.068154	-1.0314038	-1.0238868	-1.1039127	0.31382418	0.2284687	0.03975658	0.7139563	0.8513264	0.105507664	0.22609697	0.33324638	0.05047485			
DNAJB6_8481	362293	dnajb6	0.024649298597194388	0.42228558089902624	1.4829788	1.4829788	1.3307807	1.1890724	1.2305539	1.4829788	1.3526738	-1.1522293	1.1125721	1.2941047	1.4084579	0.12016076	0.21989216	0.102386765	0.0044405665	0.074817605	0.36506298	0.407807	0.15347017	0.06521541			
DNMT3A_8489	444984	dnmt3a	0.004445303440278315	0.2315658657829329	1.2973902	1.2973902	1.1685064	1.0531477	1.1391469	1.1388571	1.2973902	1.252485	1.1417439	1.1492057	1.2599766	0.06269958	0.58098716	0.23565292	0.22742528	0.0050914204	0.010334093	0.16225111	0.14145972	0.021080116			
DPP4_33201	25253	dpp4	0.04695966285370259	0.5048163756773029	1.028082	1.028082	1.0135885	-1.0008442	1.028082	1.0184808	1.0219425	1.0092719	1.0073676	1.0159202	-1.0238525	0.25191444	0.9420947	0.04640796	0.11351049	0.09110331	0.51953274	0.43522987	0.15369835	0.53628075			
DRAM2_33198	362011	dram2	0.024624624624624624	0.42228558089902624	-1.0466679	1.0466679	-1.0002838	1.0052613	1.0253624	1.0129954	1.0174305	1.0050422	1.0056088	1.0135247	-1.0466679	0.98398685	0.823624	0.11651233	0.47329324	0.41726404	0.71829116	0.701694	0.37059933	0.17763607			
