Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Male_Spleen-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:33.26
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 14 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: male
Organ: spleen
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
CNN3_32615	54321	cnn3	0.006988817891373802	0.2043145048560211	-1.0629287	1.0629287	1.0259553	-1.0175751	1.014741	1.0281166	-1.0108542	-1.0479082	-1.0326542	-1.0162138	-1.0629287	0.2788229	0.23291469	0.5982838	0.14241926	0.6357477	0.044409852	0.13460417	0.6348307	0.04474785			
COL1A2_8353	84352	col1a2	0.00544904137235116	0.18771615731191915	-1.084476	1.084476	1.039844	-1.0099758	-1.0114993	1.0108035	1.0021822	-1.0479498	-1.0138896	1.0166284	-1.084476	0.24395913	0.73269165	0.7217043	0.7179645	0.94651926	0.13662528	0.735105	0.54629993	0.031804424			
COL3A1_8354	84032	col3a1	0.030376181854757593	0.3610731454718818	-1.0832568	1.0832568	1.0409269	-1.011932	-1.0106884	1.0037184	-1.0155673	-1.0735765	1.0010594	1.0163654	-1.0832568	0.377056	0.69689125	0.81793314	0.89905643	0.6589616	0.12602943	0.9849127	0.5795285	0.03799767			
COL4A1_8355	290905	col4a1	0.0069874226392493514	0.2043145048560211	-1.4605649	1.4605649	1.036015	-1.0978447	-1.1510744	-1.0256715	-1.0537297	-1.1211281	-1.0260655	-1.1973431	-1.4605649	0.5866626	0.17869513	0.3964606	0.7512905	0.73453295	0.060217705	0.85307574	0.16146958	0.0039614127			
COL4A2_8356	306628	col4a2	0.0028084252758274826	0.17577490563879675	-1.1302862	1.1302862	1.0379411	-1.0061681	-1.0123634	1.0076149	-1.0147991	-1.0783163	-1.0236838	-1.013576	-1.1302862	0.34540403	0.84252393	0.79808444	0.7837555	0.6951932	0.18255185	0.37867507	0.77733076	0.0016361485			
COL6A3_33029	367313	col6a3	0.03407053197848177	0.3709090909090909	-1.1700466	1.1700466	1.0367182	-1.0818484	-1.055669	1.0723951	1.0244958	-1.1365458	-1.0248263	-1.0234743	-1.1700466	0.62519747	0.16158053	0.14276205	0.1442656	0.7143788	0.18729661	0.6810929	0.77135617	0.055482328			
COX8B_32651	25250	cox8b	2.0181634712411706E-4	0.03580081255358008	-2.9968915	2.9968915	1.148127	-1.0124044	-1.1226943	1.0893316	1.1430662	1.121442	1.2285511	1.1226771	-2.9968915	0.44920403	0.92947173	0.59563845	0.5140469	0.5077922	0.35389975	0.3211114	0.36444557	0.0013545587	100.0	300.0	
CPS1_32421	497840	cps1	0.0018039687312086591	0.17327119663259172	1.6760457	1.6760457	1.0345918	1.1175743	1.0829456	1.1875501	1.289197	1.063037	1.1902716	1.282501	1.6760457	0.7845485	0.4214178	0.4166185	0.32575062	0.38133106	0.6967219	0.35561013	0.03981104	6.329508E-5			
CSRP1_8396	29276	csrp1	2.0153164046755341E-4	0.03580081255358008	-1.0833733	1.0833733	1.0240496	1.0222012	1.0155249	1.008874	1.016772	-1.0420063	-1.0125419	-1.0068837	-1.0833733	0.39855	0.31316444	0.49229178	0.658965	0.44085464	0.065876685	0.6849683	0.8402171	0.0029970673			
CSRP3_32915	117505	csrp3	8.092251669026907E-4	0.10363476970800459	-1.5248375	1.5248375	1.0802794	1.2418069	1.1864291	1.1553282	1.2395415	-1.1129417	1.3204173	1.012029	-1.5248375	0.48913005	0.034851167	0.08032416	0.13809681	0.1866289	0.5174873	0.05486752	0.90244925	0.045881104			
CTSK_33244	29175	ctsk	0.0022137250955926746	0.17577490563879675	-1.1245279	1.1245279	1.0143944	-1.0162929	1.0045998	-1.0027248	1.0084621	-1.0279698	-1.0000082	-1.0328965	-1.1245279	0.7484503	0.65470743	0.88687694	0.9262655	0.7254901	0.2131291	0.99976546	0.46260497	0.006499379			
CTSZ_8405	252929	ctsz	0.00782975306163421	0.21573671674223274	1.1092137	1.1092137	1.0384977	1.0730445	1.0040778	1.032306	1.0459806	1.0597043	1.013844	1.0765142	1.1092137	0.20666978	0.080309264	0.8598778	0.21943273	0.17496452	0.14581503	0.7217794	0.04877806	0.059027523			
CXCL12_32815	24772	cxcl12	0.003009027081243731	0.17577490563879675	-1.0892121	1.0892121	1.0157512	-1.018177	1.0064899	1.0040704	-1.0187632	-1.0442355	1.0007275	-1.0251418	-1.0892121	0.61047065	0.4618186	0.8103799	0.8618978	0.4741264	0.15713884	0.97982764	0.5258518	0.008638193			
CXCL12_8410	24772	cxcl12	0.007019655034095467	0.2043145048560211	-1.1579348	1.1579348	1.0021412	-1.0284445	1.0163759	1.0212435	-1.0248289	-1.077312	1.0035168	-1.0608629	-1.1579348	0.9703158	0.48433852	0.7305689	0.5730363	0.55284697	0.12129478	0.9411303	0.39669436	0.009304094			
