Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Male_Brain_NoOutlier-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:34.39
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 15 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: male
Organ: brain
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
CYP4A2_8425	24306	cyp4a2	0.038132137030995106	0.7562932097320412	-Infinity	Infinity	5.856027	3.1658738	2.4549742	8.629643	-Infinity	2.269141	5.124649	5.552856	10.419507	0.17304048	0.3583787	0.60525846	0.1045671	0.3559177	0.6284498	0.483447	0.28529897	0.044467166	100.0	300.0	
DCN_8441	29139	dcn	0.008569679657212814	0.49383584118501855	1.3635592	1.3635592	-1.242186	1.0981307	1.2855706	-1.0820348	1.0003593	1.0461513	1.3635592	1.1996031	1.2725658	0.2204346	0.1814309	0.042442173	0.4934167	0.99835205	0.52268493	0.011685497	0.09909891	0.020039639			
DHRS7_8469	299135;299131	dhrs7;dhrs7l1	0.010193679918450561	0.4994903160040775	-3.1434321	3.1434321	-1.4182345	-1.2422267	-1.268867	1.2261659	-1.410968	-3.1434321	-1.1454194	2.1891782	2.73844	0.47268102	0.7407074	0.7450549	0.61763537	0.6206081	0.1335128	0.840452	0.07999948	0.15959924			
DRD2_32515	24318	drd2	0.03333333333333333	0.7507595736146316	-1.7432607	1.7432607	-1.0613507	-1.1044327	-1.1115268	-1.387033	-1.189292	-1.1652064	-1.2215794	-1.5789316	-1.7432607	0.7531795	0.58708507	0.652349	0.23391823	0.4707793	0.4120287	0.24859619	0.020840026	0.013540127			
DSCC1_8498	299933	dscc1	0.02236868384262033	0.6732973836628721	-1.5323316	1.5323316	1.1569593	-1.005232	-1.4962275	-1.042575	-1.1070483	1.0525554	-1.1634594	1.0182259	-1.5323316	0.32290885	0.96008146	0.14869937	0.7685939	0.50825816	0.568436	0.15974744	0.85868686	0.13483427			
EXOSC8_8581	295050	exosc8	0.04662898667743238	0.7822193115645805	1.0532765	1.0532765	-1.0045638	1.0272375	1.0517719	1.0184397	1.0413631	1.0063344	1.0200609	1.005619	1.0532765	0.87040824	0.21643668	0.015972307	0.60833114	0.052552395	0.698941	0.4589127	0.78049934	0.055167325			
F2_32334	29251	f2	0.01905147952979327	0.6601480398428219	-2.6314557	2.6314557	-1.494168	1.1236527	-1.4564402	-2.6314557	1.217276	-1.3277395	1.5841818	-1.2421012	1.5251135	0.34989092	0.6384396	0.25938255	0.030660205	0.3932253	0.19514896	0.016662369	0.63180536	0.008460615	0.3	1.0	
FABP1_33091	24360	fabp1	0.006086427267194157	0.4618714892451021	2.4965727	2.4965727	-2.081805	2.039374	-1.3804088	-1.2744796	1.1778316	-1.3201393	1.9191866	1.2076348	2.4965727	0.22612971	0.027984606	0.56711787	0.6420192	0.69485116	0.61652774	0.18758261	0.8101937	0.0027851223	0.01	0.1	
FABP4_8590	79451	fabp4	0.02142857142857143	0.6715842232697413	1.8278179	1.8278179	1.2194253	1.4567409	1.0280142	-1.0401156	1.5305637	1.1125882	1.41714	1.5000762	1.8278179	0.5640102	0.1944134	0.93600994	0.90064746	0.040147	0.50956094	0.018787125	0.14524388	6.4875296E-4			
FCER1A_32292	25047	fcer1a	0.04281282316442606	0.7644628678597094	-3.5594585	3.5594585	1.0075579	-3.5594585	-3.3287966	-2.8693843	-1.3784722	1.6319659	1.189546	1.4885542	2.450549	0.98951226	0.04430099	0.052940536	0.17191373	0.42186037	0.6464743	0.721256	0.30513418	0.0017912572	0.01	0.1	
