Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Kidney
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102
ACAA1A_7954	7.89295	8.440606	8.527018	7.7839704	8.106539	8.261844	7.866878	7.6433225	7.9632707	8.2170315	7.343676	7.817048	8.204057	8.21803	8.507609	7.9723487	7.5809746	8.152225	8.100598	8.144125	7.952723	8.585342	8.604121	7.809962	8.195782	8.11009	8.495396	8.526461	7.8546414	8.232062	8.18299	8.420161	8.451947	8.093861	8.150791	8.058869	8.234188	8.614282	8.619903	8.240971	7.9461913	8.297678	8.494273	8.701258	8.238526	8.856404	8.0308485	7.989861	8.582741	10.033824	9.697893
ACAA2_7955	12.840203	13.599808	13.499514	13.036242	13.160347	13.300107	12.240154	13.213934	13.812477	13.630643	12.830164	13.315334	13.650479	14.072132	13.0461	13.099872	12.914869	13.27371	12.995085	13.662155	12.869358	12.691188	12.931008	13.034844	13.221657	13.727432	13.204917	13.242119	13.205646	13.850473	13.372932	12.530491	13.283374	13.236913	12.602953	13.761745	13.189842	13.451525	13.392385	13.475845	12.922679	13.585644	13.51561	13.257139	13.253859	13.6032505	12.961645	12.540304	13.80552	14.524382	14.438928
ACACA_32532	7.0724015	6.694822	5.9966164	9.008301	6.5694065	6.8188186	6.594878	6.713714	6.494539	6.162074	7.598071	6.11539	6.6727977	6.4120564	6.5541787	6.4980817	6.982632	6.9903355	7.407003	6.327024	7.45493	7.4909396	7.4649425	6.520793	6.796234	6.8856177	7.495733	6.606289	6.235403	6.711409	6.782715	7.0489783	6.5423717	6.877033	6.988211	6.6042786	6.336984	6.66742	6.602129	6.8844647	7.017001	6.950767	6.8612943	5.7839837	6.937118	7.740972	7.572226	8.076163	6.5819373	6.599023	6.149258
ACADL_32776	5.7521358	6.341791	5.8782854	6.5369678	6.159424	6.189576	5.816131	5.976752	5.3661065	5.5513935	5.878376	5.6811194	5.0507083	5.6358294	5.863302	6.1468782	6.1403017	6.253239	6.1649685	6.38347	5.680672	5.8577385	6.759636	5.7046924	6.288597	5.7662625	6.2669044	5.998296	5.7688994	5.797747	5.8380637	6.8192043	5.75237	5.468813	6.270843	6.2108984	5.6455245	6.1854515	5.8788676	5.6096992	6.053097	6.34918	6.252362	6.096968	6.2594547	6.280521	6.279823	6.295158	5.400545	6.198854	6.2849126
ACADM_7957	10.26886	10.128917	9.866808	10.28488	9.981827	10.2105255	9.867128	10.180616	10.024884	9.842409	10.131052	9.903292	10.192856	10.0126705	10.025804	9.850872	10.152956	10.09842	10.571934	10.20339	10.189751	10.513111	10.678704	9.967375	10.3757715	10.044657	10.408372	10.306091	10.050378	10.09791	9.884538	10.515652	10.320862	10.139715	10.243705	9.867109	9.901146	9.986538	10.052252	10.150312	10.176043	10.382253	10.201063	10.107711	10.228155	10.405864	10.604454	10.172479	10.121469	10.456575	10.440562
ACADSB_7959	8.146781	8.110941	8.112191	7.4246864	8.023637	7.776826	8.105053	8.00509	8.139131	8.000428	8.250702	8.059657	8.074882	8.025463	8.493365	7.968027	8.056895	7.9214816	7.949973	8.042619	8.253194	8.509034	7.712226	7.6239724	8.264179	8.409883	7.8393226	8.585965	8.057476	7.8136277	8.218653	7.681948	7.882968	8.154125	8.386938	7.695205	8.057935	8.069375	7.850623	7.964948	7.941736	7.8377686	7.8636527	7.9722633	7.46721	7.759501	7.7621903	8.093693	7.8095417	7.860864	7.578994
ACADVL_7960	9.978331	9.964124	9.711087	10.165982	9.725764	9.931834	9.665605	9.727385	9.700295	9.7581625	9.961868	9.870107	9.924018	9.791129	9.860837	9.752538	9.677388	9.937113	10.363494	9.85482	10.126249	10.271216	10.809987	9.641288	9.908079	9.878319	10.25465	9.951012	9.653547	9.718149	9.842554	10.413184	9.801039	9.929197	9.7712965	9.901512	9.838864	9.631014	9.939629	9.766452	9.882593	9.890114	9.916801	9.61156	9.65311	9.961728	10.470985	9.923239	9.781193	10.004912	9.847843
ACAT2_7961	6.303796	5.408031	5.5573506	6.980278	5.9858856	6.2201824	6.0232167	6.1079955	6.291517	5.777145	6.309353	6.0184546	5.886713	5.9976635	5.9493065	5.681688	6.4331126	5.5991416	6.006064	5.9879	6.195648	6.4989376	6.034827	6.0834846	5.929321	6.1597614	5.87508	6.104916	5.463328	6.201195	5.919124	5.707864	5.9238157	6.042876	5.836928	6.3622837	6.529544	5.797389	6.05881	6.2052546	6.5858216	5.6462274	6.129736	5.973352	5.7735763	6.7290177	5.9512186	6.7904544	5.8253036	5.7903485	5.910768
ACBD3_7962	4.549301	4.791971	4.007556	4.264532	4.3534756	4.1870065	3.5931554	4.953677	3.9993505	4.954612	4.3416476	4.191405	4.331546	4.4764314	4.1687627	4.2500606	4.610631	4.881882	4.551546	4.155233	4.7085285	4.0730166	4.729293	4.1459374	4.8441	4.2333627	4.7355585	4.8876233	4.345482	4.2440724	4.5122695	4.675308	4.076538	4.74447	4.22112	4.1202245	4.339021	4.243727	4.122317	4.7730055	4.9019475	3.811211	4.729995	3.6137183	4.871119	4.487417	5.0020185	5.0516496	4.181006	4.038343	4.1325574
ACD_7963	5.626857	5.5661736	5.505067	5.5870104	5.655795	6.008546	5.7540836	5.806828	6.13833	5.6047015	6.0972605	5.638263	5.4548225	5.75894	5.5963573	5.5257645	5.887505	5.7702446	5.792476	5.301598	5.680672	5.8577385	4.9202423	6.0383673	5.699027	5.554803	5.8293433	5.863047	5.557432	6.1225815	5.9348035	4.8659906	5.647512	5.413532	5.7748637	5.797918	5.8275976	5.6256456	5.6509686	5.7463784	5.5193844	6.014657	5.683305	5.477714	5.7165565	5.6262174	5.1329226	5.283175	5.4892263	5.6431766	5.864261
