Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Female_Thymus_NoOutlier-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:30.15
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 16 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: female
Organ: thymus
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
C1QB_8168	29687	c1qb	0.015735323784547107	0.18302203418674345	1.203391	1.203391	-1.0133166	1.0122274	1.0227966	1.0115803	-1.0258722	1.0414199	1.020986	-1.0137609	1.203391	0.8183024	0.5569528	0.31693727	0.5707069	0.58901286	0.032381903	0.29780972	0.843974	0.3571689			
C1QC_8170	362634	c1qc	0.016335078534031412	0.18584499184619346	1.1562772	1.1562772	1.0129994	1.0186192	1.0319993	1.0148268	-1.0015972	1.0196102	1.015443	1.00163	1.1562772	0.60969883	0.29459554	0.15638044	0.46084872	0.94842714	0.31513998	0.049582567	0.9636874	0.3679875			
C4BPA_32954	24235	c4bpa	0.03223239156386789	0.22466741501963408	-1.5661187	1.5661187	-1.2452756	-1.3632569	-1.1429718	-1.5661187	-1.3282838	-1.0517445	-1.0208919	1.5254277	1.4169769	0.45510513	0.278373	0.57743084	0.1109131	0.2696179	0.84350914	0.9394352	0.04683559	0.067382894			
CALR_8190	64202	calr	0.0024640657084188913	0.11688224198329292	1.0600469	1.0600469	-1.0013762	1.0121504	-1.0081598	1.0046457	-1.0091119	-1.0003152	1.0019635	-1.0107638	1.0600469	0.90566736	0.27206844	0.59156114	0.748179	0.4228898	0.9760955	0.85078454	0.45504636	2.842772E-4			
CALU_8191	64366	calu	2.0358306188925082E-4	0.0634581974458228	1.0665591	1.0665591	1.0174332	1.0188956	1.0191053	1.0149841	1.0111233	1.0163496	1.0222286	1.0358973	1.0665591	0.037810095	0.05070987	0.11177862	0.2975934	0.21676388	0.17392245	0.03781794	0.0013756237	0.058741502			
CASP1_32985	25166	casp1	0.019057377049180327	0.19487235486361898	1.1284399	1.1284399	1.0198697	1.0453653	-1.0031327	1.0177985	1.0042297	-1.0021765	-1.0103213	1.0584948	1.1284399	0.39452606	0.07813075	0.8978562	0.53915125	0.91059977	0.92509097	0.684497	0.042226296	0.37143433			
CAST_8205	25403	cast	0.007594417077175698	0.14640348476555373	1.1651556	1.1651556	1.0501261	1.0534796	1.0508876	1.0243094	1.0685775	1.0352863	1.0614254	1.1361119	1.1651556	0.21413475	0.09629327	0.1746787	0.37067273	0.2452762	0.31594607	0.103955746	0.0065266844	0.10947019			
CBR3_8209	304078	cbr3	0.001025430680885972	0.10016549919174814	1.3506342	1.3506342	1.013745	1.0537564	1.0756311	1.1147693	1.0717396	1.101088	1.108452	1.1012703	1.3506342	0.8139341	0.47497278	0.2694565	0.027396474	0.21223177	0.13599265	0.06914325	0.10767356	0.11790786			
CCL12_8217	287562	ccl12	0.019788127123725765	0.19487235486361898	-1.2633027	1.2633027	-1.1907926	1.0798802	-1.0583282	-1.0997704	-1.2633027	1.056935	-1.1914366	-1.1401535	1.2553629	0.045294937	0.28950712	0.49400687	0.47597578	0.0097212475	0.3443666	0.04749817	0.41709062	3.370008E-4			
CCL17_32810	117518	ccl17	0.0030309153364316025	0.11688224198329292	1.2078965	1.2078965	-1.0118201	1.0420263	1.0220784	1.0342563	-1.0038227	1.0538416	-1.0463375	1.0385201	1.2078965	0.6686096	0.18825929	0.5496237	0.25662914	0.8793793	0.1709644	0.2383393	0.42682216	0.25969145			
CCL21_33005	298006	ccl21	0.04348713760718661	0.2357818242139649	1.1221696	1.1221696	-1.0400431	1.018126	-1.0031326	-1.0046301	-1.0667077	-1.0036708	-1.0233591	1.0345668	1.1221696	0.41952562	0.5740071	0.93246216	0.90695435	0.07368539	0.914105	0.5276447	0.52221096	0.46498212			
CCL22_33187	117551	ccl22	0.006290584415584416	0.14368530020703935	1.1128632	1.1128632	-1.0219319	1.0007151	-1.0236503	-1.012177	-1.0302253	1.0157456	-1.0347825	-1.0312929	1.1128632	0.3569342	0.9708872	0.4118499	0.5589766	0.14641286	0.63407934	0.105770856	0.3528772	0.22380841			
CCL6_32398	287910	ccl6	0.007535197303192544	0.14640348476555373	1.5338861	1.5338861	1.1829491	1.1865802	1.2139664	1.1596677	1.0436311	-1.0272826	1.1150967	1.0213552	1.5338861	0.24933766	0.08819123	0.18137479	0.20537275	0.7061092	0.8738956	0.37666574	0.88826466	0.19226208			
CCNA2_8221	114494	ccna2	0.006563624814736396	0.14368530020703935	-1.1921129	1.1921129	1.0213062	1.0036858	1.0243807	1.009494	1.0163579	1.0061684	1.0135462	1.0144387	-1.1921129	0.28804424	0.79518527	0.1145865	0.44286746	0.3403263	0.75163275	0.19843996	0.6637199	0.37794763			
CCNC_32560	114839	ccnc	0.028796353842966645	0.2156619018023617	-1.0273843	1.0273843	1.0021412	-1.0015025	1.0009605	-1.0045425	-1.0017503	-1.0066528	1.000053	-1.0149865	-1.0273843	0.7412781	0.8552614	0.906343	0.45129323	0.8139897	0.40185282	0.9914979	0.17842159	0.1993155			
CCNE2_8227	362485	ccne2	2.101723413198823E-4	0.0634581974458228	-1.3308223	1.3308223	1.0215844	1.0264359	1.0559095	-1.0061707	-1.0205348	-1.0061907	1.0442014	-1.0832797	-1.3308223	0.4662157	0.35728556	0.08430828	0.81537867	0.5364818	0.8480562	0.1934974	0.0672981	0.059261058			
CCR6_33084	308163	ccr6	0.02304426925409339	0.20243952990304828	1.6814891	1.6814891	1.1079042	-1.3124535	1.0580604	1.0916723	1.1582794	1.0612065	1.1533154	1.3740942	1.6814891	0.43982598	0.32634223	0.58870345	0.47126383	0.2047474	0.5858098	0.33514735	0.2105244	0.2846667			
CD36_8243	29184	cd36	0.04328297264189465	0.23528759540580851	1.4016421	1.4016421	1.1164161	1.0157899	-1.0120789	-1.0611768	-1.2345523	1.0525867	-1.0589597	1.2399218	1.4016421	0.440264	0.92478734	0.8240965	0.49294105	0.1802575	0.67518777	0.35404217	0.004533637	0.4417988			
CD37_33149	29185	cd37	0.012127440904419322	0.1684336675369123	1.0778775	1.0778775	1.0103335	1.0052975	-1.0023894	1.0027089	1.0014085	1.0089585	1.0016063	1.039932	1.0778775	0.4629665	0.6889059	0.91432434	0.8411236	0.91601294	0.5187155	0.9368716	0.014804191	0.30700874			
CD40_8247	171369	cd40	0.017360426119550208	0.19105390062842928	1.2067851	1.2067851	1.023577	1.0326643	-1.0528103	1.0162367	1.0534135	1.0384473	1.0251963	1.087418	1.2067851	0.61112446	0.45592695	0.54849505	0.79458624	0.35157546	0.41191775	0.6561493	0.18999156	0.08974516			
CD44_8248	25406	cd44	0.01855287569573284	0.19343256743256745	1.1278291	1.1278291	-1.0059166	1.0205419	-1.0179291	1.0057417	-1.0618392	-1.007179	-1.0148293	1.0127196	1.1278291	0.78524977	0.287185	0.5035432	0.8478104	0.0075726425	0.7895401	0.5343157	0.54456127	0.40700427			
CD48_8249	245962	cd48	0.022990726429675427	0.20243952990304828	1.056906	1.056906	-1.0151086	1.0241218	1.006143	1.0219988	-1.0092407	1.0136778	1.0033691	-1.0106668	1.056906	0.6067491	0.115159474	0.5886379	0.08217371	0.6925235	0.20053321	0.78410447	0.739319	0.28877226			
CD55_33080	64036	cd55	0.0462227652209326	0.24363492959489028	1.179322	1.179322	1.019864	1.0356107	1.0023966	1.0226674	1.0051253	1.0050395	-1.0196198	1.1176913	1.179322	0.60386866	0.33490422	0.967563	0.74226886	0.9211554	0.9139578	0.6925559	0.030256798	0.32500863			
CD74_8252	25599	cd74	0.008725260693764631	0.15440229739964656	1.1633081	1.1633081	1.0259176	1.0227444	1.0051588	1.0161886	1.0249218	1.0148159	1.0150089	1.1263186	1.1633081	0.25278997	0.3124102	0.8486744	0.5427738	0.38554415	0.53128475	0.56633985	0.043523688	0.18617812			
CD80_32896	25408	cd80	0.012708498808578236	0.16908363636363638	1.9875385	1.9875385	1.0298015	1.044408	1.1281483	1.0211753	1.1075448	-1.1241347	-1.0896293	1.2337074	1.9875385	0.90473765	0.8615113	0.5500431	0.90232825	0.4832201	0.7257062	0.78844947	0.239247	0.20107184			
CD86_32871	56822	cd86	0.0265794316090779	0.21121517790114577	1.1612194	1.1612194	1.0044909	1.0257335	1.0243539	1.0185113	-1.0090156	1.047023	1.02775	-1.0104847	1.1612194	0.92441756	0.35540035	0.35563403	0.5058912	0.7757108	0.051441256	0.15188578	0.79992557	0.40328845			
CDKN3_8274	289993	cdkn3	0.02368020855963502	0.2028896881529223	-1.1050686	1.1050686	-1.0000993	1.0240403	1.0171278	1.0314562	-1.0044867	1.0220608	1.0179205	-1.0085323	-1.1050686	0.99603176	0.090599455	0.19395275	0.012917107	0.8595014	0.08179386	0.21493559	0.7169208	0.47599894			
