Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: In Vivo
Test Article: Perfluoro 3 Methoxypropanoic Acid
Species: Rat
Strain: Sprague-Dawley
Sex: Male
Organ: Liver
Chip File Creation Date: 10/31/24
Log Transformation: BASE2
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/04/2025 07:38.05

Something	A36	A38	A20	A18	A33	A45	A44	A16	A15	A46	A41	A37	A30	A29	A8	A26	A40	A35	A1	A3	A12	A17	A42	A24	A4	A7	A11	A51	A32	A22	A2	A14	A39	A5	A6	A9	A31	A48	A21	A49	A47	A34	A13	A27	A28	A50	A25	A10	A23	A43	A19
ACVRL1_32420	2.5931726	3.8308609	2.713711	2.5029805	3.335922	2.8894746	2.7028143	3.1256318	3.1321692	2.6036353	2.2036915	2.8891323	2.6721666	2.3926249	3.531564	1.5335042	2.399263	3.3539796	2.8044732	4.039196	2.1892972	2.841842	2.5404441	2.8167326	2.451389	2.4764907	2.077968	2.65541	2.406994	2.6423824	3.07545	1.9373132	2.3879235	2.204507	2.7084813	2.3210802	1.6862907	3.4077816	3.0287817	2.7523265	3.2054758	2.5356345	2.99374	1.5561608	2.5476058	2.476957	3.2250526	2.6126575	2.2798173	2.506785	3.5183966
ACY3_32489	4.8423924	5.412101	5.3439584	5.1298494	6.2345014	6.024587	4.0806427	5.372352	4.274977	4.879594	5.004799	5.2542853	6.134694	5.1585584	5.1696496	4.6799564	5.2431655	6.434324	5.7937107	4.5724864	5.450551	5.369398	5.83303	4.2119765	4.4216714	4.984295	5.054033	5.4869576	5.1292453	5.530639	4.9868054	4.223962	5.5933557	5.445866	5.006382	4.391308	4.787609	6.9322233	4.8897076	6.2833586	6.6576357	4.947489	4.4937305	5.0311365	5.2462397	6.3786845	5.1573243	5.414854	5.7119226	5.3626266	4.60755
ADAM10_7983	2.4342844	2.053109	0.0	1.5853512	2.011671	1.735917	2.0220141	1.1302094	2.3886938	2.0168164	1.70226	2.6150863	1.7605959	1.2732412	2.1047523	1.9419785	2.072621	1.5083932	2.375796	2.6198554	2.1892972	1.7539579	2.2057867	2.008209	1.8294263	2.911122	2.621851	1.5496027	1.1960433	1.8567106	2.4482956	1.6426728	2.1789894	1.9587818	2.3652024	1.8065978	1.3096737	2.2765746	1.8496284	2.7523265	2.261813	2.6625395	1.1804214	2.0821931	2.0104735	3.031582	1.8356827	1.6747757	1.8362379	2.3260906	2.027206
ADCK3_7987	4.3131304	3.5496664	2.9909706	3.0594068	3.7957757	4.208036	3.0613632	2.7958763	2.1797314	3.7756202	2.2036915	3.0088224	2.8013556	3.1364734	3.68756	2.2599542	3.2556021	3.6650012	2.5332706	2.4360592	2.7435865	3.180722	3.4902585	2.6873035	3.7149374	3.141831	3.1264923	3.8571408	3.2641406	3.437199	2.895092	1.2719984	3.0101936	3.8792007	3.1064248	2.3210802	3.4077	4.8678265	3.0287817	3.5018787	3.8365083	2.5356345	1.5358759	2.6264875	3.6450963	3.2451882	2.074421	2.7755125	3.5760143	3.3739324	2.9574547
ADH5_7991	7.432905	6.7729383	6.9216805	6.4435196	6.73307	7.285454	6.918994	6.6563253	6.927774	6.6874957	6.9963956	7.5004177	7.581	7.0218196	7.392684	6.4465394	7.224657	7.077509	7.200253	7.37882	6.817753	6.706741	7.538216	6.886131	7.0639963	7.334872	7.1045246	7.8922944	6.624884	7.108415	6.9290032	6.2744064	6.943468	6.693493	7.042161	6.5611935	6.9425793	7.262365	7.0849233	7.38718	7.71271	6.676632	6.369549	6.9829793	7.069126	7.703781	6.7499394	7.0264587	6.5175886	7.211366	7.044873
ADHFE1_7993	7.1038523	6.577426	5.85775	6.3285027	6.277434	7.3944016	6.1826763	5.8146553	6.1621666	6.033262	6.091113	7.013071	7.0418105	6.0013127	6.806345	5.8541565	6.0133643	5.8929443	7.019031	6.514724	6.514835	5.9702435	7.0209575	6.4404244	6.688716	6.7973022	6.7631307	7.09676	5.787286	6.4941196	6.074042	5.73751	6.175383	6.0902305	6.4398417	5.628318	5.8927493	7.2683744	6.6337767	7.1039705	6.433103	6.6230154	5.759956	6.160117	5.9864197	6.6082783	6.333629	6.563083	6.0840683	6.9862514	6.4451327
ADI1_7994	5.940423	6.8693748	6.818856	6.6004896	6.659242	6.183398	6.781223	6.7389374	6.5027056	6.270014	6.459569	5.858812	5.865947	7.0374665	6.0947695	6.5882316	6.3139586	6.968382	6.244609	6.8076854	6.6539674	6.532801	5.863194	6.6889005	5.63009	5.6968794	5.818147	6.792593	6.6436353	6.3275027	6.644725	6.9220963	7.0081677	7.3713684	5.9192343	6.188779	6.7676067	7.437926	6.585694	7.4213867	7.768192	6.1680903	6.658896	6.296973	6.595757	7.4148088	6.50667	6.167864	6.8179913	5.6962624	6.819818
ADK_32788	7.6382427	6.805805	6.3385315	6.3043566	6.615294	7.755065	6.5743184	6.6563253	6.885318	6.6515107	6.4447126	7.4108987	7.373285	6.461855	7.475299	6.1710877	7.055293	6.4445467	7.510778	6.668628	7.1926084	6.4646683	7.5659914	6.722326	7.6817064	7.661997	7.276286	7.5542393	6.286066	7.294599	6.361582	5.9001613	6.24415	6.642287	6.4049206	6.1385064	6.6556764	7.4164376	6.566003	7.347067	7.243861	6.7063985	6.035358	7.3347774	6.2730393	7.263745	6.93551	6.6177917	6.5276737	7.6799564	6.4552836
ADRB2_7997	2.4342844	2.8678937	2.3701787	2.5029805	2.011671	1.1146706	0.689121	1.9899611	3.3476372	1.3353969	0.92724514	1.8332136	2.6721666	1.2732412	2.4910152	1.275699	1.6496927	1.7907331	1.7631619	2.9293032	2.1892972	2.1116846	1.769281	2.5451083	2.451389	2.2966683	2.621851	2.9534101	0.5163865	1.2084577	2.895092	1.2719984	1.2698381	0.7839461	1.2534345	1.9992051	2.2317815	1.8332981	2.6341627	2.9792266	2.5996156	2.0700042	2.6006784	2.4668374	2.2125611	1.2047167	2.8921008	1.2997124	3.1230586	1.588432	2.4077895
ADSL_32625	4.934336	4.1193533	2.9909706	4.143508	3.628988	5.071795	2.2245977	3.9323316	4.8348827	3.927788	3.1882064	4.80295	4.5293536	3.539506	4.7766256	3.100898	3.546998	3.3539796	4.8041124	4.6590047	4.5722427	4.320673	5.214615	4.469871	4.2865996	4.7939124	4.557952	5.0143414	3.4460533	5.2615604	4.413279	3.3501055	3.619502	3.038847	4.616441	2.9990726	2.6266706	3.572272	4.531982	4.7140985	3.7711594	4.612261	3.837692	4.30452	3.840789	3.5959594	4.513486	4.03112	3.1230586	4.4860954	4.0339284
AFM_7999	7.687518	6.9815073	7.040691	6.8544073	6.7227516	7.550538	7.232674	7.002397	6.814677	7.16688	7.0852904	7.744125	7.6383314	6.73565	7.8461547	6.2085357	7.2451305	7.2506227	7.7701216	7.37882	7.5677595	6.891081	7.8595266	7.3164716	7.951033	7.689606	7.5733495	7.5798993	6.6058865	7.5480394	7.253253	6.8880315	7.000237	6.5891957	7.042161	6.6283073	6.522771	6.9170017	7.185134	7.09794	6.9875326	7.231519	7.12592	7.4985576	7.1139836	7.300036	6.8815155	7.2713585	6.476529	7.636958	6.903753
AFP_32524	2.0518599	1.176321	1.6252826	2.663456	2.011671	1.4584783	2.5603254	0.6730612	1.9352914	1.823375	1.70226	2.2764814	1.7605959	1.9388802	1.5756721	1.9419785	1.0488179	2.0267587	1.483266	2.7828603	2.3986237	0.9628306	2.0039802	2.008209	2.2723026	2.6363633	2.621851	2.7617311	0.8958736	2.0966876	2.159341	1.9373132	1.9345882	2.4144073	1.2534345	1.8065978	2.4426951	3.0089254	2.0891902	3.1752434	3.2054758	1.6473541	2.2628205	1.1977407	2.3897877	2.7807593	1.1920056	1.9721766	2.4591324	1.588432	1.7911546
AGMAT_33108	6.5175333	5.6836934	5.368437	5.634777	6.113347	6.5311985	5.4748697	5.392909	5.791102	4.721964	5.004799	6.0935307	5.951954	5.681025	6.202168	5.227913	5.159351	5.4201593	6.26721	5.829861	5.765866	5.0967493	5.964062	5.8077517	6.101815	6.197601	6.032154	6.2047286	5.5951605	6.1524553	5.8195076	5.6179037	5.790167	5.7659516	6.17553	5.8318486	5.701008	6.080044	5.9282207	6.138121	6.3234067	5.818831	5.3977675	6.586381	5.6632867	5.733268	5.37393	5.744827	5.3746824	6.1548753	5.9944305
AGMO_33265	6.040364	5.9420424	4.9809566	5.6540136	5.715683	6.183398	4.8961816	4.7312627	5.390806	5.151027	4.714023	5.6537337	5.820941	5.556239	6.176059	5.246035	5.3415184	5.096293	5.9415503	5.3729453	6.188417	5.434171	5.6199064	6.0768614	5.720214	5.660136	5.262155	6.5471034	4.8350935	5.858587	5.0528755	5.368989	4.9701138	5.3469877	5.386482	4.613693	5.7414494	6.7890763	5.765097	6.5887337	6.883149	5.4654803	5.522252	5.532412	5.2230263	7.088091	5.619891	5.364553	5.131869	5.7147603	5.24465
AGRN_33146	4.2667212	3.9532623	2.1619017	4.0880117	2.8206856	3.9605298	3.587535	3.5484548	4.274977	2.8265579	2.6802902	4.1425314	4.5293536	3.923187	4.2844353	2.9320772	2.2451668	2.837896	4.6055846	3.9731874	3.5462768	3.1031692	4.158812	4.5087037	4.7978716	4.5745316	3.5795677	4.234818	2.284903	4.1198797	4.0746455	2.7354863	1.9345882	3.2723231	4.1938534	2.8064463	2.6266706	3.0089254	4.4047375	3.8847218	4.071798	3.7861276	1.8208362	3.6604056	3.1498733	3.4312084	4.2468505	3.288475	3.2257414	4.0923586	3.1696014
AGTR1A_33175	3.1985953	3.8933594	3.679778	3.9074347	3.7957757	3.9054923	3.9148438	3.9874403	3.849662	3.4125795	2.3383918	3.9762692	3.759049	3.539506	3.446748	3.3220272	3.2556021	3.6650012	3.7624195	4.6590047	4.05898	3.4549482	3.410797	3.4953887	2.884577	3.24468	3.5795677	3.8083558	2.8983095	3.3471458	4.0746455	3.9870539	3.7000437	3.6495402	3.5085077	3.753906	3.4077	3.916409	4.110652	4.275133	3.7711594	3.840832	2.99374	3.1313937	4.214827	4.113659	4.3413115	3.7468808	4.0931673	3.7052414	3.6655471
AGXT2_32707	7.205767	6.8925095	6.708136	6.150322	5.416054	7.274636	6.6109295	5.0487785	6.841574	6.75688	6.7099624	7.4850183	6.729128	6.048407	7.1324973	5.6784763	6.192713	7.2564373	6.4162154	6.8358164	7.333043	5.844819	7.5335345	6.771055	7.2388344	6.6268835	6.2915096	7.4307494	4.8350935	6.7873874	6.7938547	5.5322757	5.790167	6.70352	6.873604	5.6136713	6.0459146	6.830285	5.414987	6.622732	6.6394405	6.5834603	6.536304	6.6894436	6.167558	7.031655	6.345074	7.376631	5.5432262	6.6149426	6.4037995
AHNAK_32407	5.2527614	5.769504	4.1996894	5.404291	4.5694714	4.82722	3.587535	4.5600543	5.341408	4.378847	3.7194197	5.278307	5.3785973	5.214689	5.802208	4.597668	4.5837555	3.6650012	4.864649	6.3424187	4.4831705	4.9494233	5.348582	5.571419	5.0959854	4.8274393	5.697927	5.9587	4.1171956	5.105513	5.2346654	4.5192814	4.274074	4.251405	4.910049	4.0864654	4.284343	6.2597146	5.8159995	4.891912	5.792034	5.4654803	5.3537655	6.6152267	4.349544	5.204974	5.746118	5.439362	4.9337583	4.6488495	4.902835
AHR_32572	7.3294573	7.9243345	7.129301	8.327011	8.810734	7.8673306	7.528964	7.6576753	7.6345844	7.2219	7.1780353	7.3834763	7.5259767	8.133735	8.640713	7.1658096	7.172165	8.072159	7.0904756	7.640409	6.9482813	8.04649	7.4564853	7.853866	7.998631	7.4894757	6.9172277	7.543101	7.343302	7.336157	8.16135	6.8706927	7.7469764	7.6192446	7.631045	7.421011	8.47543	8.616827	7.906432	7.431013	7.5662947	7.261906	7.388323	7.897317	8.140086	7.505664	8.302648	7.5328355	7.319631	7.2435713	7.4571767
AHSG_8003	13.348199	12.349809	11.794334	11.948098	12.002534	13.057902	12.337327	12.356635	12.386846	12.732536	12.79261	13.375033	13.199891	11.958056	13.37751	12.017523	12.807798	12.175624	13.288758	12.711694	13.074365	12.464092	13.397514	12.693094	13.296217	13.484427	13.309106	12.691998	12.274534	13.558885	12.538208	11.654443	12.038994	12.115262	12.039603	12.478341	11.951246	11.942979	12.793279	11.776467	11.630256	12.832161	11.898848	13.435479	12.085072	11.697845	12.99812	12.5453415	12.105473	13.266561	12.289057
AIF1_32886	3.764007	5.4747577	4.882416	5.3813906	4.7014403	4.114065	5.1411405	4.794435	6.118846	5.0660996	4.5292096	4.5502152	4.4915595	5.599045	5.0014257	4.653045	5.115544	4.9604125	4.772864	6.0855417	4.5722427	5.4182487	4.158812	5.8077517	4.333043	3.595438	4.1501555	4.676601	4.649651	4.2744603	5.3265657	5.344077	5.2630587	5.184672	5.386482	4.7269006	5.572402	5.278421	5.6575656	5.4792633	5.9181404	5.1774263	4.7185583	4.7825623	4.9107227	5.991775	5.5622196	5.2856517	5.5232043	3.9744961	5.8633523
AIMP2_8006	3.8918242	4.603475	4.0862064	4.0880117	4.318538	4.766741	3.659207	3.9874403	4.221371	4.378847	3.9473164	4.2436	4.286138	4.331278	3.8938673	3.7855976	4.55124	3.9207184	3.0326717	4.779769	4.338317	3.254318	4.5779715	4.06339	3.6430259	3.6712542	4.3907466	4.271274	4.4651933	3.6778624	3.379998	3.1345942	4.22047	4.501759	4.488855	3.9990063	4.170472	4.929807	3.9375708	4.5470986	4.817839	4.445774	3.5563867	4.155379	3.6450963	4.493851	4.630346	4.26847	3.920224	4.201315	3.733852
AK2_33292	6.921157	6.739305	6.2622066	6.5704327	6.39906	7.3226914	6.417811	6.8322062	6.9526606	6.2982163	6.8852496	6.9015017	7.160967	6.4962306	7.2929516	6.226901	6.6800323	6.338905	6.74083	7.0669904	6.742987	6.7197905	7.1731873	6.8335686	7.42723	7.038267	6.8381786	6.9186068	6.599498	6.9491796	6.754688	6.26116	6.467661	6.642287	7.220106	6.3208814	6.487539	7.1496754	6.760461	7.247074	7.0508556	6.8796945	6.168322	6.9380193	6.2387285	7.081156	6.4118996	6.6910577	6.3571906	6.755581	6.6086764
AKAP8_8008	5.1542273	4.0660863	3.4235945	3.5448534	3.5377576	5.4442406	3.7274868	3.5484548	4.274977	3.7756202	3.563121	4.80295	4.9192286	4.225969	4.741449	3.735168	3.546998	3.9207184	4.978596	5.121943	4.5722427	4.016682	5.1910257	4.258289	5.3876147	4.860204	5.262155	4.7299657	3.4460533	4.7664943	4.6873436	3.013425	3.8487759	3.5640745	5.261916	3.2469792	2.9363732	3.4077816	4.7570624	4.745298	3.9589443	4.947489	3.772339	5.267545	3.7784617	3.812416	4.871027	4.9526534	2.8927681	5.16156	3.067424
AKAP8L_8009	6.6857076	5.9567504	5.0430994	6.163805	4.2626543	5.998525	4.447462	4.365758	7.001182	4.1910696	3.9473164	6.472374	6.274787	5.985267	6.395598	4.1358805	4.178025	4.370112	6.4362993	6.778995	6.3228383	6.125402	5.7221947	6.3145776	6.652549	6.5078583	6.032154	6.7219133	4.253646	6.303759	6.0846095	4.1103654	4.274074	5.184672	5.780815	4.3565435	4.8990626	5.2544	5.6198635	5.074966	5.3071384	6.5673294	4.61052	6.079608	4.9107227	5.76823	6.1630673	5.4634604	4.903098	6.2593746	5.614353
AKR1D1_32336	9.84904	10.742062	9.641817	10.105181	10.359824	9.568201	9.977616	10.46982	10.406728	10.293823	10.070531	9.930285	9.662955	10.309761	10.161396	10.467126	10.426322	9.436397	9.015678	10.772096	10.07005	10.6037655	9.67949	10.641741	9.172221	9.577575	9.972073	9.46634	9.608859	10.090591	10.198886	10.337925	10.328708	10.389573	9.2510195	10.454268	10.416504	9.3014555	10.826062	10.382103	10.179942	10.412206	10.485794	9.704264	10.078408	10.475749	10.36815	10.191932	10.495704	9.915588	10.65874
AKR7A2_8014	6.787834	5.985725	5.7123384	6.150322	5.796619	6.7733026	5.3065157	5.6191387	5.9478507	5.379389	5.540179	6.5434766	6.7127957	6.1088986	6.6252217	5.967714	5.3415184	5.3566184	6.7245893	5.9718337	6.270563	5.4809113	6.5781384	6.258719	7.474611	6.727984	6.3150544	7.394025	5.6579924	6.614812	5.806799	5.698733	5.6753287	6.429221	5.9678993	5.338816	6.061971	6.5033927	5.58115	6.8478312	6.8118243	5.9979987	5.97854	6.6803727	5.856685	6.797866	6.136968	6.3075414	5.7119226	6.575002	5.908381
AKR7A3_8015	5.2043357	5.205937	5.462397	4.923396	5.981077	5.3234696	5.5709143	5.3088636	5.316059	5.497613	4.3494563	4.959713	5.155082	5.7395906	5.390095	5.581903	4.6466675	5.4810195	5.0057306	5.586682	5.7468586	4.734792	4.95933	5.53426	5.0687976	4.613491	5.506693	6.1371994	6.3859606	5.667165	5.3442636	5.8829684	5.5933557	5.92866	4.7336545	5.685461	5.680354	5.8747706	5.6006365	5.6538353	6.1797132	4.8706985	5.919392	5.5121055	5.574369	5.01427	4.7384453	7.456846	5.676102	5.475404	4.872856
AKT1_8016	5.998377	5.4950523	4.25325	5.2610955	4.9338927	5.889298	4.8662076	5.3514986	5.366318	5.288588	4.94271	5.826593	6.059192	5.5343504	6.2150474	4.510401	4.6771235	5.0701213	5.8091955	6.21969	5.5634885	5.680997	5.705642	5.883578	5.885148	5.4609194	5.7333097	5.7549553	4.649651	6.1391	5.6305075	4.427398	4.79782	5.4928746	6.060565	4.6428385	4.3380756	5.302049	5.6943073	5.6538353	4.717334	5.973726	4.819067	6.173109	4.8514056	5.279571	5.728748	5.414854	4.2955856	5.2145143	5.441312
ALAD_8017	5.4731483	4.1707234	3.7559724	3.4599617	3.5377576	5.071795	2.7028143	3.9874403	4.1656966	2.719398	2.2036915	5.1277866	5.3785973	4.112363	4.810965	3.0189555	3.9475968	3.3539796	5.839675	4.480447	4.5722427	3.4549482	5.214615	4.2119765	5.7717032	5.523625	4.9375095	5.5770845	3.5557184	5.629458	4.157063	3.013425	3.3467786	4.077273	4.910049	2.8064463	3.911607	3.719913	4.531982	4.358206	4.365437	4.643371	3.63202	5.361342	3.573486	3.7438102	4.630346	4.1546707	3.5760143	5.0782957	3.9212723
ALAS1_8018	6.943457	5.7527456	5.0430994	5.0155153	5.607677	6.593464	5.6433964	5.6705575	6.089226	5.6512866	5.102689	5.519093	5.8511004	5.371058	6.5959797	5.8182697	4.9000707	6.2130017	6.7884817	6.381113	6.4457955	4.7602787	6.362792	5.3540745	6.359102	5.767672	6.541525	5.8544264	5.7415996	6.0562634	5.7415185	5.596968	5.2893295	5.6669426	6.5504937	5.806314	5.0354204	5.742866	6.0607576	6.826108	6.128449	5.675697	5.188244	5.5121055	4.4727483	6.2235765	5.581701	6.4945707	5.5029	5.821026	5.6501427
ALAS2_8019	2.98588	3.3854282	3.326985	2.9391065	3.223322	2.6425977	3.1634846	2.7958763	4.047455	3.7756202	3.1882064	2.8891323	1.7605959	3.352018	3.1575243	2.109709	3.6114979	2.9569383	1.1356703	2.7828603	2.3986237	2.3981004	2.3827975	3.7756684	2.2723026	2.7802737	2.621851	3.0404751	2.284903	1.5686922	2.6889215	2.7354863	3.0101936	3.1603029	2.9855762	2.905972	3.7623768	3.4077816	3.5130224	3.6410902	4.071798	2.0700042	3.30232	2.9009168	3.047878	3.671778	3.8569224	2.2186248	2.4591324	2.506785	2.9574547
ALB_8020	15.789854	15.916468	16.121738	15.710322	15.958026	16.141802	16.02372	15.909667	16.034914	16.737844	16.454868	15.48074	15.6105	15.771649	15.793204	16.038351	16.619001	15.86008	15.720346	15.944704	15.749408	16.041246	16.217842	16.115284	15.579477	15.687147	15.488679	16.104895	16.02942	15.71324	16.04547	16.192863	15.740605	16.160666	15.111446	16.021948	16.024366	16.038101	16.152525	16.006016	16.14561	15.832422	16.360472	15.62248	15.874113	16.311665	16.083633	15.749147	16.085953	15.857576	16.069792
ALDH1A1_8022	6.6409245	7.5162487	7.2329183	6.5602727	7.303154	7.3742743	7.0580673	7.1180377	7.5282273	8.366606	7.837088	6.6393337	6.182919	7.634281	7.874844	7.882431	8.029348	7.064311	5.3821487	7.2171254	7.9043384	7.618539	8.238907	8.637346	4.545173	5.8515406	8.078788	9.393791	6.9651613	7.410296	6.0951004	7.3043323	7.2004004	7.4977455	5.667523	7.66783	8.131875	8.755923	8.051554	9.791778	9.8606825	6.4665623	8.549194	6.576636	7.302956	9.898214	7.5391355	8.203697	7.278418	7.178426	7.952491
ALDH1L1_32662	4.777671	4.8119817	3.5141387	4.143508	4.5226555	5.071795	4.027466	3.023864	4.326662	2.9263053	3.5070176	5.205009	5.225846	4.279584	5.677475	3.3220272	3.1725283	4.2352924	5.084199	5.1816163	4.9829097	4.2140403	4.503321	4.3466787	4.3780375	5.098552	4.671753	5.0143414	3.657633	5.1856456	4.157063	3.7797458	4.6836143	4.251405	3.5936723	3.8063707	4.389879	4.8991494	4.3597	3.9397032	4.9117966	4.3733993	3.5563867	4.748248	3.2451313	3.5159345	4.871027	5.230547	3.411482	4.8294463	4.1384206
ALDH3A2_8024	6.172101	5.73579	5.3925066	5.9469924	5.776807	5.91739	5.514058	5.5658197	6.433673	5.0216846	5.483158	6.3187046	6.4226956	5.7958717	6.5761504	5.263932	5.3415184	5.4610167	6.1382813	6.36833	6.116198	5.654057	6.0969267	6.4702425	6.2783327	6.3204226	5.8825984	6.232729	5.24837	6.5756927	5.793977	5.2666516	5.6349244	5.3469877	5.9518595	5.1282535	5.701008	5.9514785	6.3867993	5.88152	6.3460236	6.124657	5.2130847	6.0933423	5.2230263	6.105507	5.728748	6.211205	5.620647	5.8038497	5.8325324
ALDH4A1_8025	5.0207696	2.737684	0.0	3.0594068	2.8206856	4.9947867	2.0220141	1.7560883	3.3476372	2.4777672	0.92724514	4.700005	4.947421	2.7372885	4.2844353	0.96157944	2.2451668	1.7907331	4.740924	3.2961977	3.9959817	2.7430372	4.2066507	3.8379865	4.954615	5.0137186	4.299267	4.7814264	1.1960433	4.3225136	2.3110406	1.2719984	2.570392	0.0	3.5936723	1.8065978	1.9846656	2.455791	3.5130224	1.7203709	3.1029732	3.4763536	2.0586884	4.350994	2.5476058	3.5959594	3.3209047	2.6126575	1.1924393	4.686823	2.9574547
ALDH6A1_8027	9.028028	8.145878	6.962451	7.7262306	7.6022997	9.022952	7.894578	7.3772783	8.092034	7.530051	7.200319	8.896308	9.062864	8.004365	8.933464	6.994165	7.3668995	7.1850686	9.254973	8.47628	8.381897	7.7829924	9.045858	8.746973	9.066235	9.198029	8.740148	9.519402	6.950176	8.985868	8.025349	7.0197153	7.5546136	7.4508977	8.284138	6.8815923	7.6696157	7.83207	8.30123	7.615394	7.9115524	8.49748	7.4099708	8.725966	7.3941092	7.6947227	8.439735	8.160127	7.272433	8.923059	7.757092
ALDH7A1_8028	10.393543	9.43354	8.545059	9.396473	9.471359	10.509597	9.392493	9.1024475	9.33473	8.980886	8.775762	10.43118	10.441326	8.845869	10.795817	8.288672	8.936613	9.252256	10.377101	9.6215725	10.091867	9.085945	10.180974	9.688289	10.371328	10.27102	10.116414	10.277589	9.232094	10.260562	9.292461	8.331793	9.187797	8.785677	9.85635	8.799842	8.961839	9.448973	9.212926	9.330153	9.061585	9.632611	8.222123	10.376923	9.224839	9.136396	9.648634	9.531262	8.678613	10.229601	9.126739
ALDOA_32991	5.0756426	4.779257	4.0259314	4.755449	4.014574	5.4248013	4.447462	4.7312627	5.5730453	4.4476104	4.1804013	5.0179405	5.535407	4.9092603	5.695968	4.0964723	4.044227	4.6069818	4.950942	5.848391	5.4027786	4.7602787	5.1178517	5.456941	5.837617	4.860204	5.4006453	5.5176296	3.6075757	5.739745	4.741772	4.7262454	4.6836143	4.7150254	5.1538897	4.1282835	4.046838	5.018054	4.531982	5.4792633	4.849843	5.357059	4.2752476	5.6298685	4.5115843	5.179226	5.37393	4.9526534	3.7922184	5.2145143	5.399867
ALDOA_8031	6.393433	6.1093574	4.4495783	5.781932	5.281925	6.136368	5.0640182	5.372352	6.433673	5.6943684	4.9843984	6.1466937	6.350636	5.599045	6.176059	4.8788834	5.663936	5.3992887	6.2331743	6.479494	5.8573174	5.58442	6.3199344	6.176695	6.697618	6.2966805	6.541525	6.439087	4.674177	6.31568	6.2994328	5.005808	4.9701138	4.8654995	6.357004	4.9297123	5.7414494	6.185435	6.3867993	6.229214	6.154309	6.0684595	5.188244	6.586381	4.789545	5.76823	6.262985	5.894137	4.903098	6.3917203	5.8633523
ALDOB_8033	13.001943	12.578169	12.007809	12.141306	12.173989	13.059381	12.176604	12.168438	12.519075	12.200727	12.484667	12.902793	13.118929	11.808205	13.290347	11.970443	12.279498	12.331446	13.217016	12.822306	12.800076	12.36621	12.952064	12.493237	13.043994	12.990322	12.936833	12.836236	12.400804	12.730207	12.522627	11.778458	11.99028	12.121351	12.507069	12.186911	11.763034	12.393702	12.350433	12.534958	12.14978	12.918842	12.033944	12.769498	11.925711	12.560373	12.23229	12.688473	11.936219	12.82345	12.35797
AMACR_8038	11.358501	10.715821	10.29643	10.833736	10.4688	10.552772	10.622464	9.984075	10.361757	9.852869	9.893118	10.5574045	11.571373	10.755198	10.919986	9.993645	9.792024	10.300452	11.401035	11.300488	9.9995365	10.090281	10.402547	10.357883	11.640322	11.591485	10.467764	10.495007	10.615079	10.926094	11.11212	10.36913	11.077055	10.541236	11.05879	9.429394	10.571754	11.021927	9.726769	10.499404	10.388376	11.040561	10.355888	10.436053	11.026286	9.359139	11.074629	10.942404	9.928787	10.531697	10.330295
AMBP_33085	10.934747	10.169934	9.8331375	9.670058	10.333789	11.139278	10.017366	10.041352	9.455729	10.074925	10.066897	11.121447	10.892056	9.648063	10.898689	9.4070425	10.319359	10.348878	10.8288965	10.134113	10.7673235	9.984771	11.071526	10.012614	10.975045	11.178025	10.741964	10.648402	10.043577	10.665247	10.113739	9.534752	10.079605	9.874462	10.382153	9.931894	9.7670355	10.590877	10.239944	10.332246	10.133569	10.098142	9.566672	10.95119	9.829316	9.919754	10.197923	10.228427	9.659758	11.200161	9.844765
AMY1A_8041	9.775329	9.440098	9.324412	9.192875	9.002063	9.595625	9.34574	9.027188	9.478757	9.27737	8.705833	9.562036	9.561724	9.168947	9.660252	8.892373	9.286938	9.414461	9.724902	9.301784	9.64009	9.306337	9.768843	9.66269	9.444919	9.52873	9.787676	9.957211	8.945183	9.640299	9.367941	9.11623	9.389487	9.380528	9.0715275	8.844433	9.399508	9.499665	9.432708	9.483731	9.585736	9.354552	9.318875	9.484767	9.126623	9.586738	9.432301	9.222587	9.089369	9.661619	9.355327
ANGPTL3_8045	4.0645385	4.1193533	4.0862064	4.24848	4.318538	3.5935724	3.7274868	4.1889644	4.047455	3.7756202	3.5070176	4.5502152	4.5293536	3.62484	4.379027	3.971344	4.13479	4.326557	4.8041124	4.432127	4.5722427	3.574707	4.0049734	4.5465183	5.041088	4.450914	4.3457317	4.0372877	4.0809665	4.006783	3.79471	3.9212065	4.470548	4.7150254	4.2990336	4.0864654	4.170472	4.7352557	4.313212	4.4744816	4.532502	4.2575374	4.0729947	4.523225	3.6450963	4.6519713	4.2468505	4.692124	4.1979237	3.9744961	4.2358537
ANO10_8049	4.8423924	4.711492	3.326985	4.392873	4.318538	4.766741	4.487392	4.59596	3.7772083	4.8544893	4.4421306	4.80295	4.975073	4.6891985	5.059707	3.252017	4.70695	4.6429377	4.864649	4.5272	5.1657577	4.419964	5.2378244	4.936576	4.658931	4.9235835	4.77723	5.648115	3.8847718	4.9305177	3.987233	3.013425	3.9835975	3.7302246	4.80682	3.753906	4.8990626	4.550328	5.096006	5.170004	4.320462	4.7328677	4.4102645	4.2564993	4.349544	4.860753	5.233197	5.051353	4.4730663	5.18828	4.902835
